path,y,split
${BOSSBASE_ROOT}\cover\6185.pgm,0,train
${BOSSBASE_ROOT}\cover\7618.pgm,0,train
${BOSSBASE_ROOT}\cover\9433.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9247.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5151.pgm,1,train
${BOSSBASE_ROOT}\cover\1662.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9342.pgm,1,train
${BOSSBASE_ROOT}\cover\5585.pgm,0,train
${BOSSBASE_ROOT}\cover\9750.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1726.pgm,1,train
${BOSSBASE_ROOT}\cover\6875.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8164.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5102.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\326.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5099.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1360.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8521.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\148.pgm,1,train
${BOSSBASE_ROOT}\cover\9755.pgm,0,train
${BOSSBASE_ROOT}\cover\8294.pgm,0,train
${BOSSBASE_ROOT}\cover\3327.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3853.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\159.pgm,1,train
${BOSSBASE_ROOT}\cover\1551.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6687.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8991.pgm,1,train
${BOSSBASE_ROOT}\cover\3218.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3275.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\748.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8235.pgm,1,train
${BOSSBASE_ROOT}\cover\7234.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4679.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9476.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6024.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3649.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9205.pgm,1,train
${BOSSBASE_ROOT}\cover\2505.pgm,0,train
${BOSSBASE_ROOT}\cover\9087.pgm,0,train
${BOSSBASE_ROOT}\cover\7339.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1470.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9791.pgm,1,train
${BOSSBASE_ROOT}\cover\1352.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8470.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\112.pgm,1,train
${BOSSBASE_ROOT}\cover\5517.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5646.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3285.pgm,1,train
${BOSSBASE_ROOT}\cover\8350.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\750.pgm,1,train
${BOSSBASE_ROOT}\cover\7528.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5227.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\774.pgm,1,train
${BOSSBASE_ROOT}\cover\4681.pgm,0,train
${BOSSBASE_ROOT}\cover\9313.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3443.pgm,1,train
${BOSSBASE_ROOT}\cover\4389.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5514.pgm,1,train
${BOSSBASE_ROOT}\cover\9961.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9775.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\516.pgm,1,train
${BOSSBASE_ROOT}\cover\7858.pgm,0,train
${BOSSBASE_ROOT}\cover\6772.pgm,0,train
${BOSSBASE_ROOT}\cover\2352.pgm,0,train
${BOSSBASE_ROOT}\cover\6829.pgm,0,train
${BOSSBASE_ROOT}\cover\5460.pgm,0,train
${BOSSBASE_ROOT}\cover\5452.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9680.pgm,1,train
${BOSSBASE_ROOT}\cover\3871.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4685.pgm,1,train
${BOSSBASE_ROOT}\cover\6893.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8591.pgm,1,train
${BOSSBASE_ROOT}\cover\7911.pgm,0,train
${BOSSBASE_ROOT}\cover\7024.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5532.pgm,1,train
${BOSSBASE_ROOT}\cover\600.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3278.pgm,1,train
${BOSSBASE_ROOT}\cover\9727.pgm,0,train
${BOSSBASE_ROOT}\cover\8016.pgm,0,train
${BOSSBASE_ROOT}\cover\2817.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7098.pgm,1,train
${BOSSBASE_ROOT}\cover\483.pgm,0,train
${BOSSBASE_ROOT}\cover\6544.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2188.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7496.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2548.pgm,1,train
${BOSSBASE_ROOT}\cover\6964.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\274.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7861.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\310.pgm,1,train
${BOSSBASE_ROOT}\cover\1008.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\480.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\941.pgm,1,train
${BOSSBASE_ROOT}\cover\1185.pgm,0,train
${BOSSBASE_ROOT}\cover\1011.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3088.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9557.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8071.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2147.pgm,1,train
${BOSSBASE_ROOT}\cover\4356.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\805.pgm,1,train
${BOSSBASE_ROOT}\cover\6550.pgm,0,train
${BOSSBASE_ROOT}\cover\4222.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5129.pgm,1,train
${BOSSBASE_ROOT}\cover\3274.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7324.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3334.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5701.pgm,1,train
${BOSSBASE_ROOT}\cover\6636.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3688.pgm,1,train
${BOSSBASE_ROOT}\cover\982.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1571.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1722.pgm,1,train
${BOSSBASE_ROOT}\cover\8977.pgm,0,train
${BOSSBASE_ROOT}\cover\1676.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9517.pgm,1,train
${BOSSBASE_ROOT}\cover\2724.pgm,0,train
${BOSSBASE_ROOT}\cover\3340.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\202.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5008.pgm,1,train
${BOSSBASE_ROOT}\cover\4937.pgm,0,train
${BOSSBASE_ROOT}\cover\3694.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6289.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7969.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\578.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5384.pgm,1,train
${BOSSBASE_ROOT}\cover\1709.pgm,0,train
${BOSSBASE_ROOT}\cover\2975.pgm,0,train
${BOSSBASE_ROOT}\cover\1418.pgm,0,train
${BOSSBASE_ROOT}\cover\5236.pgm,0,train
${BOSSBASE_ROOT}\cover\7753.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1123.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5306.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6352.pgm,1,train
${BOSSBASE_ROOT}\cover\1640.pgm,0,train
${BOSSBASE_ROOT}\cover\2970.pgm,0,train
${BOSSBASE_ROOT}\cover\3901.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8060.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8628.pgm,1,train
${BOSSBASE_ROOT}\cover\6857.pgm,0,train
${BOSSBASE_ROOT}\cover\9500.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5794.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9269.pgm,1,train
${BOSSBASE_ROOT}\cover\553.pgm,0,train
${BOSSBASE_ROOT}\cover\5914.pgm,0,train
${BOSSBASE_ROOT}\cover\2947.pgm,0,train
${BOSSBASE_ROOT}\cover\8882.pgm,0,train
${BOSSBASE_ROOT}\cover\4137.pgm,0,train
${BOSSBASE_ROOT}\cover\5457.pgm,0,train
${BOSSBASE_ROOT}\cover\6026.pgm,0,train
${BOSSBASE_ROOT}\cover\5703.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\556.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1450.pgm,1,train
${BOSSBASE_ROOT}\cover\2766.pgm,0,train
${BOSSBASE_ROOT}\cover\7773.pgm,0,train
${BOSSBASE_ROOT}\cover\4533.pgm,0,train
${BOSSBASE_ROOT}\cover\3384.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\238.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9020.pgm,1,train
${BOSSBASE_ROOT}\cover\3080.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\255.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\496.pgm,1,train
${BOSSBASE_ROOT}\cover\2860.pgm,0,train
${BOSSBASE_ROOT}\cover\2489.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9620.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\653.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3843.pgm,1,train
${BOSSBASE_ROOT}\cover\2596.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4547.pgm,1,train
${BOSSBASE_ROOT}\cover\8499.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1291.pgm,1,train
${BOSSBASE_ROOT}\cover\3281.pgm,0,train
${BOSSBASE_ROOT}\cover\6310.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3041.pgm,1,train
${BOSSBASE_ROOT}\cover\6816.pgm,0,train
${BOSSBASE_ROOT}\cover\2065.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7310.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2059.pgm,1,train
${BOSSBASE_ROOT}\cover\4873.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7564.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3129.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9497.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4246.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7482.pgm,1,train
${BOSSBASE_ROOT}\cover\8057.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9308.pgm,1,train
${BOSSBASE_ROOT}\cover\8708.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7342.pgm,1,train
${BOSSBASE_ROOT}\cover\5127.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2513.pgm,1,train
${BOSSBASE_ROOT}\cover\799.pgm,0,train
${BOSSBASE_ROOT}\cover\1228.pgm,0,train
${BOSSBASE_ROOT}\cover\2658.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2767.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\656.pgm,1,train
${BOSSBASE_ROOT}\cover\6910.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2504.pgm,1,train
${BOSSBASE_ROOT}\cover\6605.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1418.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8498.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2391.pgm,1,train
${BOSSBASE_ROOT}\cover\4197.pgm,0,train
${BOSSBASE_ROOT}\cover\5450.pgm,0,train
${BOSSBASE_ROOT}\cover\3319.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5216.pgm,1,train
${BOSSBASE_ROOT}\cover\8115.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7674.pgm,1,train
${BOSSBASE_ROOT}\cover\8385.pgm,0,train
${BOSSBASE_ROOT}\cover\6987.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9955.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1919.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\25.pgm,1,train
${BOSSBASE_ROOT}\cover\1421.pgm,0,train
${BOSSBASE_ROOT}\cover\5780.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5529.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5165.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1095.pgm,1,train
${BOSSBASE_ROOT}\cover\4635.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2304.pgm,1,train
${BOSSBASE_ROOT}\cover\3898.pgm,0,train
${BOSSBASE_ROOT}\cover\9853.pgm,0,train
${BOSSBASE_ROOT}\cover\3651.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3210.pgm,1,train
${BOSSBASE_ROOT}\cover\5174.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3829.pgm,1,train
${BOSSBASE_ROOT}\cover\5688.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2367.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2891.pgm,1,train
${BOSSBASE_ROOT}\cover\3603.pgm,0,train
${BOSSBASE_ROOT}\cover\8257.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4560.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\359.pgm,1,train
${BOSSBASE_ROOT}\cover\2168.pgm,0,train
${BOSSBASE_ROOT}\cover\4655.pgm,0,train
${BOSSBASE_ROOT}\cover\9158.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7516.pgm,1,train
${BOSSBASE_ROOT}\cover\496.pgm,0,train
${BOSSBASE_ROOT}\cover\1613.pgm,0,train
${BOSSBASE_ROOT}\cover\2029.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1672.pgm,1,train
${BOSSBASE_ROOT}\cover\969.pgm,0,train
${BOSSBASE_ROOT}\cover\2987.pgm,0,train
${BOSSBASE_ROOT}\cover\5421.pgm,0,train
${BOSSBASE_ROOT}\cover\7285.pgm,0,train
${BOSSBASE_ROOT}\cover\7253.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2999.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7928.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\928.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\929.pgm,1,train
${BOSSBASE_ROOT}\cover\3945.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3477.pgm,1,train
${BOSSBASE_ROOT}\cover\64.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2489.pgm,1,train
${BOSSBASE_ROOT}\cover\9869.pgm,0,train
${BOSSBASE_ROOT}\cover\8318.pgm,0,train
${BOSSBASE_ROOT}\cover\874.pgm,0,train
${BOSSBASE_ROOT}\cover\5799.pgm,0,train
${BOSSBASE_ROOT}\cover\6444.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2764.pgm,1,train
${BOSSBASE_ROOT}\cover\1255.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3313.pgm,1,train
${BOSSBASE_ROOT}\cover\8794.pgm,0,train
${BOSSBASE_ROOT}\cover\3166.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\176.pgm,1,train
${BOSSBASE_ROOT}\cover\9485.pgm,0,train
${BOSSBASE_ROOT}\cover\8378.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3529.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1982.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2736.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1072.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8848.pgm,1,train
${BOSSBASE_ROOT}\cover\2354.pgm,0,train
${BOSSBASE_ROOT}\cover\6335.pgm,0,train
${BOSSBASE_ROOT}\cover\1039.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\138.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4197.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\28.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1554.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6822.pgm,1,train
${BOSSBASE_ROOT}\cover\6007.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6669.pgm,1,train
${BOSSBASE_ROOT}\cover\8861.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1955.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8350.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4802.pgm,1,train
${BOSSBASE_ROOT}\cover\7494.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3958.pgm,1,train
${BOSSBASE_ROOT}\cover\7609.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9481.pgm,1,train
${BOSSBASE_ROOT}\cover\3639.pgm,0,train
${BOSSBASE_ROOT}\cover\6958.pgm,0,train
${BOSSBASE_ROOT}\cover\4618.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5987.pgm,1,train
${BOSSBASE_ROOT}\cover\6390.pgm,0,train
${BOSSBASE_ROOT}\cover\748.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1624.pgm,1,train
${BOSSBASE_ROOT}\cover\7019.pgm,0,train
${BOSSBASE_ROOT}\cover\4563.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2734.pgm,1,train
${BOSSBASE_ROOT}\cover\7413.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1763.pgm,1,train
${BOSSBASE_ROOT}\cover\3223.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4687.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5014.pgm,1,train
${BOSSBASE_ROOT}\cover\5559.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5690.pgm,1,train
${BOSSBASE_ROOT}\cover\4383.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5985.pgm,1,train
${BOSSBASE_ROOT}\cover\6988.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6332.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1543.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1309.pgm,1,train
${BOSSBASE_ROOT}\cover\2126.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\714.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2405.pgm,1,train
${BOSSBASE_ROOT}\cover\4548.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6959.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8170.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1856.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2131.pgm,1,train
${BOSSBASE_ROOT}\cover\1521.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4850.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9802.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6056.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\5644.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4757.pgm,1,train
${BOSSBASE_ROOT}\cover\131.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3571.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\152.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8005.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4982.pgm,1,train
${BOSSBASE_ROOT}\cover\988.pgm,0,train
${BOSSBASE_ROOT}\cover\9805.pgm,0,train
${BOSSBASE_ROOT}\cover\3841.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8771.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7800.pgm,1,train
${BOSSBASE_ROOT}\cover\7734.pgm,0,train
${BOSSBASE_ROOT}\cover\293.pgm,0,train
${BOSSBASE_ROOT}\cover\7834.pgm,0,train
${BOSSBASE_ROOT}\cover\9440.pgm,0,train
${BOSSBASE_ROOT}\cover\4406.pgm,0,train
${BOSSBASE_ROOT}\cover\4312.pgm,0,train
${BOSSBASE_ROOT}\cover\9389.pgm,0,train
${BOSSBASE_ROOT}\cover\5656.pgm,0,train
${BOSSBASE_ROOT}\cover\574.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6793.pgm,1,train
${BOSSBASE_ROOT}\cover\3894.pgm,0,train
${BOSSBASE_ROOT}\cover\616.pgm,0,train
${BOSSBASE_ROOT}\cover\806.pgm,0,train
${BOSSBASE_ROOT}\cover\9359.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\4045.pgm,1,train
${BOSSBASE_ROOT}\cover\7781.pgm,0,train
${BOSSBASE_ROOT}\cover\6880.pgm,0,train
${BOSSBASE_ROOT}\cover\9499.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3803.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\500.pgm,1,train
${BOSSBASE_ROOT}\cover\8223.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\702.pgm,1,train
${BOSSBASE_ROOT}\cover\9307.pgm,0,train
${BOSSBASE_ROOT}\cover\3691.pgm,0,train
${BOSSBASE_ROOT}\cover\8317.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8978.pgm,1,train
${BOSSBASE_ROOT}\cover\877.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7502.pgm,1,train
${BOSSBASE_ROOT}\cover\9218.pgm,0,train
${BOSSBASE_ROOT}\cover\5756.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9742.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8426.pgm,1,train
${BOSSBASE_ROOT}\cover\7455.pgm,0,train
${BOSSBASE_ROOT}\cover\9734.pgm,0,train
${BOSSBASE_ROOT}\cover\1816.pgm,0,train
${BOSSBASE_ROOT}\cover\8859.pgm,0,train
${BOSSBASE_ROOT}\cover\9696.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3076.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3748.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9026.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\7862.pgm,1,train
${BOSSBASE_ROOT}\cover\7100.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\9969.pgm,1,train
${BOSSBASE_ROOT}\cover\6757.pgm,0,train
${BOSSBASE_ROOT}\cover\7644.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\2680.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\8036.pgm,1,train
${BOSSBASE_ROOT}\cover\6114.pgm,0,train
${BOSSBASE_ROOT}\cover\8868.pgm,0,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1701.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\3273.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6672.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\1010.pgm,1,train
${BOSSBASE_ROOT}\stego\HILL\0.4bpp\stego\6612.pgm,1,train
${BOSSBASE_ROOT}\cover\2725.pgm,0,train
