sample_id,image_name,true_algo,is_stego,path,p_WOW,p_S-UNIWARD,p_HILL,p_HUGO,p_MiPOD
COVER__BOWS2__0.4bpp__2147.pgm,2147.pgm,COVER,0,${BOWS2_ROOT}/cover/2147.pgm,0.51171875,0.50878906,0.51416016,0.50683594,0.51464844
COVER__BOWS2__0.4bpp__2148.pgm,2148.pgm,COVER,0,${BOWS2_ROOT}/cover/2148.pgm,0.4494629,0.4963379,0.50341797,0.5234375,0.52978516
COVER__BOWS2__0.4bpp__2149.pgm,2149.pgm,COVER,0,${BOWS2_ROOT}/cover/2149.pgm,0.4243164,0.51464844,0.52490234,0.51660156,0.52197266
COVER__BOWS2__0.4bpp__215.pgm,215.pgm,COVER,0,${BOWS2_ROOT}/cover/215.pgm,0.027114868,0.7661133,0.05126953,0.4033203,0.8647461
COVER__BOWS2__0.4bpp__2150.pgm,2150.pgm,COVER,0,${BOWS2_ROOT}/cover/2150.pgm,0.13708496,0.62109375,0.64697266,0.5107422,0.6088867
COVER__BOWS2__0.4bpp__2151.pgm,2151.pgm,COVER,0,${BOWS2_ROOT}/cover/2151.pgm,0.51220703,0.51416016,0.5385742,0.51953125,0.5341797
COVER__BOWS2__0.4bpp__2152.pgm,2152.pgm,COVER,0,${BOWS2_ROOT}/cover/2152.pgm,0.49902344,0.5078125,0.5097656,0.5097656,0.5151367
COVER__BOWS2__0.4bpp__2153.pgm,2153.pgm,COVER,0,${BOWS2_ROOT}/cover/2153.pgm,0.78466797,0.5214844,0.5214844,0.5151367,0.54296875
COVER__BOWS2__0.4bpp__2154.pgm,2154.pgm,COVER,0,${BOWS2_ROOT}/cover/2154.pgm,0.4909668,0.5029297,0.51123047,0.50683594,0.5126953
COVER__BOWS2__0.4bpp__2155.pgm,2155.pgm,COVER,0,${BOWS2_ROOT}/cover/2155.pgm,0.48999023,0.50097656,0.51220703,0.5073242,0.50927734
COVER__BOWS2__0.4bpp__2156.pgm,2156.pgm,COVER,0,${BOWS2_ROOT}/cover/2156.pgm,0.52197266,0.5205078,0.52197266,0.50390625,0.5185547
COVER__BOWS2__0.4bpp__2157.pgm,2157.pgm,COVER,0,${BOWS2_ROOT}/cover/2157.pgm,0.515625,0.5126953,0.515625,0.50927734,0.5263672
COVER__BOWS2__0.4bpp__2158.pgm,2158.pgm,COVER,0,${BOWS2_ROOT}/cover/2158.pgm,0.5029297,0.50634766,0.5107422,0.5097656,0.52246094
COVER__BOWS2__0.4bpp__2159.pgm,2159.pgm,COVER,0,${BOWS2_ROOT}/cover/2159.pgm,0.9765625,0.7241211,0.43481445,0.51953125,0.7216797
COVER__BOWS2__0.4bpp__216.pgm,216.pgm,COVER,0,${BOWS2_ROOT}/cover/216.pgm,0.5136719,0.5073242,0.5078125,0.52246094,0.50878906
COVER__BOWS2__0.4bpp__2160.pgm,2160.pgm,COVER,0,${BOWS2_ROOT}/cover/2160.pgm,0.5107422,0.50683594,0.5073242,0.5102539,0.51171875
COVER__BOWS2__0.4bpp__2161.pgm,2161.pgm,COVER,0,${BOWS2_ROOT}/cover/2161.pgm,0.50683594,0.50683594,0.5073242,0.5083008,0.5136719
COVER__BOWS2__0.4bpp__2162.pgm,2162.pgm,COVER,0,${BOWS2_ROOT}/cover/2162.pgm,0.79589844,0.5073242,0.4963379,0.50927734,0.5332031
COVER__BOWS2__0.4bpp__2163.pgm,2163.pgm,COVER,0,${BOWS2_ROOT}/cover/2163.pgm,0.55322266,0.5292969,0.5253906,0.52001953,0.53759766
COVER__BOWS2__0.4bpp__2164.pgm,2164.pgm,COVER,0,${BOWS2_ROOT}/cover/2164.pgm,0.52685547,0.5258789,0.51171875,0.5107422,0.51953125
COVER__BOWS2__0.4bpp__2165.pgm,2165.pgm,COVER,0,${BOWS2_ROOT}/cover/2165.pgm,0.13317871,0.5698242,0.5288086,0.5058594,0.53027344
COVER__BOWS2__0.4bpp__2166.pgm,2166.pgm,COVER,0,${BOWS2_ROOT}/cover/2166.pgm,0.52441406,0.4897461,0.49975586,0.52441406,0.51416016
COVER__BOWS2__0.4bpp__2167.pgm,2167.pgm,COVER,0,${BOWS2_ROOT}/cover/2167.pgm,0.5175781,0.5126953,0.5107422,0.50927734,0.5131836
COVER__BOWS2__0.4bpp__2168.pgm,2168.pgm,COVER,0,${BOWS2_ROOT}/cover/2168.pgm,0.546875,0.51708984,0.5175781,0.50390625,0.51171875
COVER__BOWS2__0.4bpp__2169.pgm,2169.pgm,COVER,0,${BOWS2_ROOT}/cover/2169.pgm,0.052703857,0.5107422,0.5439453,0.18200684,0.64501953
COVER__BOWS2__0.4bpp__217.pgm,217.pgm,COVER,0,${BOWS2_ROOT}/cover/217.pgm,0.6069336,0.5332031,0.5371094,0.16772461,0.54833984
COVER__BOWS2__0.4bpp__2170.pgm,2170.pgm,COVER,0,${BOWS2_ROOT}/cover/2170.pgm,0.00945282,0.010612488,0.006389618,0.014175415,0.020248413
COVER__BOWS2__0.4bpp__2171.pgm,2171.pgm,COVER,0,${BOWS2_ROOT}/cover/2171.pgm,0.50439453,0.50146484,0.4963379,0.49243164,0.49731445
COVER__BOWS2__0.4bpp__2172.pgm,2172.pgm,COVER,0,${BOWS2_ROOT}/cover/2172.pgm,0.50927734,0.50683594,0.5107422,0.51416016,0.5209961
COVER__BOWS2__0.4bpp__2173.pgm,2173.pgm,COVER,0,${BOWS2_ROOT}/cover/2173.pgm,0.50341797,0.50683594,0.5078125,0.51660156,0.52001953
COVER__BOWS2__0.4bpp__2174.pgm,2174.pgm,COVER,0,${BOWS2_ROOT}/cover/2174.pgm,0.31323242,0.4194336,0.5498047,0.58984375,0.55810547
COVER__BOWS2__0.4bpp__2175.pgm,2175.pgm,COVER,0,${BOWS2_ROOT}/cover/2175.pgm,0.5214844,0.52246094,0.5185547,0.4975586,0.5126953
COVER__BOWS2__0.4bpp__2176.pgm,2176.pgm,COVER,0,${BOWS2_ROOT}/cover/2176.pgm,0.48046875,0.50146484,0.5048828,0.49487305,0.5
COVER__BOWS2__0.4bpp__2177.pgm,2177.pgm,COVER,0,${BOWS2_ROOT}/cover/2177.pgm,0.49853516,0.50878906,0.5131836,0.49243164,0.5161133
COVER__BOWS2__0.4bpp__2178.pgm,2178.pgm,COVER,0,${BOWS2_ROOT}/cover/2178.pgm,0.52441406,0.51220703,0.5185547,0.5214844,0.5161133
COVER__BOWS2__0.4bpp__2179.pgm,2179.pgm,COVER,0,${BOWS2_ROOT}/cover/2179.pgm,0.3503418,0.38085938,0.51220703,0.51660156,0.51708984
COVER__BOWS2__0.4bpp__218.pgm,218.pgm,COVER,0,${BOWS2_ROOT}/cover/218.pgm,0.6245117,0.62158203,0.57714844,0.5019531,0.62109375
COVER__BOWS2__0.4bpp__2180.pgm,2180.pgm,COVER,0,${BOWS2_ROOT}/cover/2180.pgm,0.52197266,0.50390625,0.51416016,0.5136719,0.51220703
COVER__BOWS2__0.4bpp__2181.pgm,2181.pgm,COVER,0,${BOWS2_ROOT}/cover/2181.pgm,0.4423828,0.02381897,0.011642456,0.31982422,0.0345459
COVER__BOWS2__0.4bpp__2182.pgm,2182.pgm,COVER,0,${BOWS2_ROOT}/cover/2182.pgm,0.5097656,0.50390625,0.51220703,0.4958496,0.52490234
COVER__BOWS2__0.4bpp__2183.pgm,2183.pgm,COVER,0,${BOWS2_ROOT}/cover/2183.pgm,0.52246094,0.5239258,0.52685547,0.52685547,0.53515625
COVER__BOWS2__0.4bpp__2184.pgm,2184.pgm,COVER,0,${BOWS2_ROOT}/cover/2184.pgm,0.6171875,0.5151367,0.5097656,0.5161133,0.5205078
COVER__BOWS2__0.4bpp__2185.pgm,2185.pgm,COVER,0,${BOWS2_ROOT}/cover/2185.pgm,0.5029297,0.50683594,0.5083008,0.5073242,0.5107422
COVER__BOWS2__0.4bpp__2186.pgm,2186.pgm,COVER,0,${BOWS2_ROOT}/cover/2186.pgm,0.39916992,0.48754883,0.32910156,0.5107422,0.4182129
COVER__BOWS2__0.4bpp__2187.pgm,2187.pgm,COVER,0,${BOWS2_ROOT}/cover/2187.pgm,0.56591797,0.5161133,0.52783203,0.5102539,0.5292969
COVER__BOWS2__0.4bpp__2188.pgm,2188.pgm,COVER,0,${BOWS2_ROOT}/cover/2188.pgm,0.53515625,0.5566406,5.9604645e-08,0.5078125,0.0
COVER__BOWS2__0.4bpp__2189.pgm,2189.pgm,COVER,0,${BOWS2_ROOT}/cover/2189.pgm,0.49682617,0.4880371,0.5078125,0.51171875,0.50097656
COVER__BOWS2__0.4bpp__219.pgm,219.pgm,COVER,0,${BOWS2_ROOT}/cover/219.pgm,0.95996094,0.8925781,0.9057617,0.5571289,0.890625
COVER__BOWS2__0.4bpp__2190.pgm,2190.pgm,COVER,0,${BOWS2_ROOT}/cover/2190.pgm,0.14929199,0.50097656,0.24584961,0.006122589,2.9325485e-05
COVER__BOWS2__0.4bpp__2191.pgm,2191.pgm,COVER,0,${BOWS2_ROOT}/cover/2191.pgm,0.012969971,0.021774292,0.008712769,0.11102295,0.016220093
COVER__BOWS2__0.4bpp__2192.pgm,2192.pgm,COVER,0,${BOWS2_ROOT}/cover/2192.pgm,0.5058594,0.5083008,0.5048828,0.5058594,0.5097656
COVER__BOWS2__0.4bpp__2193.pgm,2193.pgm,COVER,0,${BOWS2_ROOT}/cover/2193.pgm,0.42773438,0.5209961,0.54052734,0.5292969,0.57177734
COVER__BOWS2__0.4bpp__2194.pgm,2194.pgm,COVER,0,${BOWS2_ROOT}/cover/2194.pgm,0.5058594,0.50634766,0.5102539,0.50146484,0.5073242
COVER__BOWS2__0.4bpp__2195.pgm,2195.pgm,COVER,0,${BOWS2_ROOT}/cover/2195.pgm,0.5288086,0.5078125,0.51123047,0.50146484,0.50878906
COVER__BOWS2__0.4bpp__2196.pgm,2196.pgm,COVER,0,${BOWS2_ROOT}/cover/2196.pgm,0.5161133,0.5078125,0.5097656,0.5097656,0.5205078
COVER__BOWS2__0.4bpp__2197.pgm,2197.pgm,COVER,0,${BOWS2_ROOT}/cover/2197.pgm,0.50878906,0.5078125,0.5151367,0.5102539,0.5185547
COVER__BOWS2__0.4bpp__2198.pgm,2198.pgm,COVER,0,${BOWS2_ROOT}/cover/2198.pgm,0.51123047,0.5097656,0.51416016,0.50927734,0.5214844
COVER__BOWS2__0.4bpp__2199.pgm,2199.pgm,COVER,0,${BOWS2_ROOT}/cover/2199.pgm,0.5102539,0.51123047,0.5107422,0.50146484,0.5107422
COVER__BOWS2__0.4bpp__22.pgm,22.pgm,COVER,0,${BOWS2_ROOT}/cover/22.pgm,0.010612488,0.011245728,0.0104904175,0.011421204,0.008003235
COVER__BOWS2__0.4bpp__220.pgm,220.pgm,COVER,0,${BOWS2_ROOT}/cover/220.pgm,0.057281494,0.7138672,0.83496094,0.72509766,0.8125
COVER__BOWS2__0.4bpp__2200.pgm,2200.pgm,COVER,0,${BOWS2_ROOT}/cover/2200.pgm,0.5161133,0.5136719,0.5102539,0.5078125,0.51660156
COVER__BOWS2__0.4bpp__2201.pgm,2201.pgm,COVER,0,${BOWS2_ROOT}/cover/2201.pgm,0.61376953,0.5205078,0.52197266,0.5131836,0.5253906
COVER__BOWS2__0.4bpp__2202.pgm,2202.pgm,COVER,0,${BOWS2_ROOT}/cover/2202.pgm,0.029418945,0.7709961,0.18835449,0.02355957,0.8017578
COVER__BOWS2__0.4bpp__2203.pgm,2203.pgm,COVER,0,${BOWS2_ROOT}/cover/2203.pgm,0.53515625,0.5209961,0.5180664,0.5126953,0.54345703
COVER__BOWS2__0.4bpp__2204.pgm,2204.pgm,COVER,0,${BOWS2_ROOT}/cover/2204.pgm,0.5136719,0.5317383,0.5131836,0.60302734,0.50634766
COVER__BOWS2__0.4bpp__2205.pgm,2205.pgm,COVER,0,${BOWS2_ROOT}/cover/2205.pgm,0.50341797,0.5048828,0.51171875,0.50683594,0.51416016
COVER__BOWS2__0.4bpp__2206.pgm,2206.pgm,COVER,0,${BOWS2_ROOT}/cover/2206.pgm,0.50878906,0.5097656,0.5151367,0.5097656,0.51660156
COVER__BOWS2__0.4bpp__2207.pgm,2207.pgm,COVER,0,${BOWS2_ROOT}/cover/2207.pgm,0.51171875,0.5493164,0.0010566711,0.0,0.66064453
COVER__BOWS2__0.4bpp__2208.pgm,2208.pgm,COVER,0,${BOWS2_ROOT}/cover/2208.pgm,0.014175415,0.04360962,0.032165527,0.026611328,0.38330078
COVER__BOWS2__0.4bpp__2209.pgm,2209.pgm,COVER,0,${BOWS2_ROOT}/cover/2209.pgm,0.5107422,0.51123047,0.51171875,0.5078125,0.51953125
COVER__BOWS2__0.4bpp__221.pgm,221.pgm,COVER,0,${BOWS2_ROOT}/cover/221.pgm,0.00945282,0.82910156,0.020248413,0.012145996,0.035736084
COVER__BOWS2__0.4bpp__2210.pgm,2210.pgm,COVER,0,${BOWS2_ROOT}/cover/2210.pgm,0.50390625,0.5073242,0.5097656,0.50927734,0.5131836
COVER__BOWS2__0.4bpp__2211.pgm,2211.pgm,COVER,0,${BOWS2_ROOT}/cover/2211.pgm,0.5083008,0.5083008,0.50927734,0.50390625,0.5107422
COVER__BOWS2__0.4bpp__2212.pgm,2212.pgm,COVER,0,${BOWS2_ROOT}/cover/2212.pgm,0.034088135,0.14880371,0.49194336,0.5102539,0.49902344
COVER__BOWS2__0.4bpp__2213.pgm,2213.pgm,COVER,0,${BOWS2_ROOT}/cover/2213.pgm,0.029144287,0.4489746,0.006313324,0.24023438,0.008850098
COVER__BOWS2__0.4bpp__2214.pgm,2214.pgm,COVER,0,${BOWS2_ROOT}/cover/2214.pgm,0.9584961,0.33129883,0.27612305,0.54296875,0.96533203
COVER__BOWS2__0.4bpp__2215.pgm,2215.pgm,COVER,0,${BOWS2_ROOT}/cover/2215.pgm,0.5234375,0.51123047,0.5180664,0.5136719,0.51708984
COVER__BOWS2__0.4bpp__2216.pgm,2216.pgm,COVER,0,${BOWS2_ROOT}/cover/2216.pgm,0.50927734,0.51220703,0.5180664,0.5136719,0.5253906
COVER__BOWS2__0.4bpp__2217.pgm,2217.pgm,COVER,0,${BOWS2_ROOT}/cover/2217.pgm,0.6254883,0.51220703,0.5239258,0.51123047,0.5307617
COVER__BOWS2__0.4bpp__2218.pgm,2218.pgm,COVER,0,${BOWS2_ROOT}/cover/2218.pgm,0.47558594,0.003780365,1.23381615e-05,3.5762787e-07,0.5463867
COVER__BOWS2__0.4bpp__2219.pgm,2219.pgm,COVER,0,${BOWS2_ROOT}/cover/2219.pgm,0.5004883,0.5058594,0.51123047,0.50878906,0.5136719
COVER__BOWS2__0.4bpp__222.pgm,222.pgm,COVER,0,${BOWS2_ROOT}/cover/222.pgm,0.74316406,0.7001953,0.5185547,0.5107422,0.62939453
COVER__BOWS2__0.4bpp__2220.pgm,2220.pgm,COVER,0,${BOWS2_ROOT}/cover/2220.pgm,0.5126953,0.5097656,0.5083008,0.50634766,0.51708984
COVER__BOWS2__0.4bpp__2221.pgm,2221.pgm,COVER,0,${BOWS2_ROOT}/cover/2221.pgm,0.5253906,0.5107422,0.5175781,0.51220703,0.52197266
COVER__BOWS2__0.4bpp__2222.pgm,2222.pgm,COVER,0,${BOWS2_ROOT}/cover/2222.pgm,0.50878906,0.5083008,0.50927734,0.51416016,0.52001953
COVER__BOWS2__0.4bpp__2223.pgm,2223.pgm,COVER,0,${BOWS2_ROOT}/cover/2223.pgm,0.5175781,0.4963379,0.51708984,0.5126953,0.51416016
COVER__BOWS2__0.4bpp__2224.pgm,2224.pgm,COVER,0,${BOWS2_ROOT}/cover/2224.pgm,0.4880371,0.4897461,0.5136719,0.5419922,0.5151367
COVER__BOWS2__0.4bpp__2225.pgm,2225.pgm,COVER,0,${BOWS2_ROOT}/cover/2225.pgm,0.02897644,0.103393555,0.019454956,0.5786133,6.759167e-05
COVER__BOWS2__0.4bpp__2226.pgm,2226.pgm,COVER,0,${BOWS2_ROOT}/cover/2226.pgm,0.0103302,0.00945282,0.010292053,0.013122559,0.016098022
COVER__BOWS2__0.4bpp__2227.pgm,2227.pgm,COVER,0,${BOWS2_ROOT}/cover/2227.pgm,0.55859375,0.52490234,0.54052734,0.5083008,0.54003906
COVER__BOWS2__0.4bpp__2228.pgm,2228.pgm,COVER,0,${BOWS2_ROOT}/cover/2228.pgm,0.52197266,0.52001953,0.5205078,0.5136719,0.5332031
COVER__BOWS2__0.4bpp__2229.pgm,2229.pgm,COVER,0,${BOWS2_ROOT}/cover/2229.pgm,0.5136719,0.5073242,0.51953125,0.5073242,0.51416016
COVER__BOWS2__0.4bpp__223.pgm,223.pgm,COVER,0,${BOWS2_ROOT}/cover/223.pgm,0.33544922,0.75146484,0.03161621,0.05203247,0.22680664
COVER__BOWS2__0.4bpp__2230.pgm,2230.pgm,COVER,0,${BOWS2_ROOT}/cover/2230.pgm,0.47607422,0.48706055,0.53466797,0.51416016,0.5317383
COVER__BOWS2__0.4bpp__2231.pgm,2231.pgm,COVER,0,${BOWS2_ROOT}/cover/2231.pgm,0.5385742,0.5805664,0.55615234,0.51904297,0.5600586
COVER__BOWS2__0.4bpp__2232.pgm,2232.pgm,COVER,0,${BOWS2_ROOT}/cover/2232.pgm,0.5083008,0.50439453,0.4958496,0.49853516,0.49194336
COVER__BOWS2__0.4bpp__2233.pgm,2233.pgm,COVER,0,${BOWS2_ROOT}/cover/2233.pgm,0.50927734,0.50927734,0.51464844,0.51660156,0.5185547
COVER__BOWS2__0.4bpp__2234.pgm,2234.pgm,COVER,0,${BOWS2_ROOT}/cover/2234.pgm,0.44213867,0.6875,0.55371094,0.0008659363,0.7138672
COVER__BOWS2__0.4bpp__2235.pgm,2235.pgm,COVER,0,${BOWS2_ROOT}/cover/2235.pgm,0.30737305,0.0104522705,0.14099121,0.87841797,0.07019043
COVER__BOWS2__0.4bpp__2236.pgm,2236.pgm,COVER,0,${BOWS2_ROOT}/cover/2236.pgm,0.7675781,0.67285156,0.65283203,0.4951172,0.6567383
COVER__BOWS2__0.4bpp__2237.pgm,2237.pgm,COVER,0,${BOWS2_ROOT}/cover/2237.pgm,0.28686523,0.3791504,0.56591797,0.52001953,0.5498047
COVER__BOWS2__0.4bpp__2238.pgm,2238.pgm,COVER,0,${BOWS2_ROOT}/cover/2238.pgm,0.5078125,0.4975586,0.5126953,0.52685547,0.50878906
COVER__BOWS2__0.4bpp__2239.pgm,2239.pgm,COVER,0,${BOWS2_ROOT}/cover/2239.pgm,0.49975586,0.5024414,0.53125,0.52197266,0.5234375
COVER__BOWS2__0.4bpp__224.pgm,224.pgm,COVER,0,${BOWS2_ROOT}/cover/224.pgm,0.69140625,0.5546875,0.14685059,0.4934082,0.6567383
COVER__BOWS2__0.4bpp__2240.pgm,2240.pgm,COVER,0,${BOWS2_ROOT}/cover/2240.pgm,0.5126953,0.5341797,0.5209961,0.5073242,0.5161133
COVER__BOWS2__0.4bpp__2241.pgm,2241.pgm,COVER,0,${BOWS2_ROOT}/cover/2241.pgm,0.5024414,0.5102539,0.5107422,0.51123047,0.51660156
COVER__BOWS2__0.4bpp__2242.pgm,2242.pgm,COVER,0,${BOWS2_ROOT}/cover/2242.pgm,0.61035156,0.55810547,0.61328125,0.7050781,0.5649414
COVER__BOWS2__0.4bpp__2243.pgm,2243.pgm,COVER,0,${BOWS2_ROOT}/cover/2243.pgm,0.7792969,0.55908203,0.51953125,0.5126953,0.54345703
COVER__BOWS2__0.4bpp__2244.pgm,2244.pgm,COVER,0,${BOWS2_ROOT}/cover/2244.pgm,0.50097656,0.50683594,0.5107422,0.5078125,0.5058594
COVER__BOWS2__0.4bpp__2245.pgm,2245.pgm,COVER,0,${BOWS2_ROOT}/cover/2245.pgm,0.5136719,0.4963379,0.5214844,0.5083008,0.51660156
COVER__BOWS2__0.4bpp__2246.pgm,2246.pgm,COVER,0,${BOWS2_ROOT}/cover/2246.pgm,0.5161133,0.5161133,0.52246094,0.51464844,0.52734375
COVER__BOWS2__0.4bpp__2247.pgm,2247.pgm,COVER,0,${BOWS2_ROOT}/cover/2247.pgm,0.5126953,0.5083008,0.50927734,0.5131836,0.515625
COVER__BOWS2__0.4bpp__2248.pgm,2248.pgm,COVER,0,${BOWS2_ROOT}/cover/2248.pgm,0.5341797,0.5126953,0.5083008,0.50878906,0.51220703
COVER__BOWS2__0.4bpp__2249.pgm,2249.pgm,COVER,0,${BOWS2_ROOT}/cover/2249.pgm,0.52441406,0.51220703,0.5161133,0.5078125,0.5283203
COVER__BOWS2__0.4bpp__225.pgm,225.pgm,COVER,0,${BOWS2_ROOT}/cover/225.pgm,0.7998047,0.88134766,0.86865234,0.3996582,0.84521484
COVER__BOWS2__0.4bpp__2250.pgm,2250.pgm,COVER,0,${BOWS2_ROOT}/cover/2250.pgm,0.5058594,0.50439453,0.5048828,0.5073242,0.5131836
COVER__BOWS2__0.4bpp__2251.pgm,2251.pgm,COVER,0,${BOWS2_ROOT}/cover/2251.pgm,0.5161133,0.51123047,0.5102539,0.50878906,0.5214844
COVER__BOWS2__0.4bpp__2252.pgm,2252.pgm,COVER,0,${BOWS2_ROOT}/cover/2252.pgm,0.5107422,0.5083008,0.5078125,0.5131836,0.515625
COVER__BOWS2__0.4bpp__2253.pgm,2253.pgm,COVER,0,${BOWS2_ROOT}/cover/2253.pgm,0.5019531,0.51904297,0.51171875,0.5253906,0.4909668
COVER__BOWS2__0.4bpp__2254.pgm,2254.pgm,COVER,0,${BOWS2_ROOT}/cover/2254.pgm,0.50683594,0.51123047,0.515625,0.51660156,0.5229492
COVER__BOWS2__0.4bpp__2255.pgm,2255.pgm,COVER,0,${BOWS2_ROOT}/cover/2255.pgm,0.0149002075,0.61865234,0.9550781,0.009017944,0.97558594
COVER__BOWS2__0.4bpp__2256.pgm,2256.pgm,COVER,0,${BOWS2_ROOT}/cover/2256.pgm,0.5185547,0.5136719,0.52001953,0.5078125,0.53271484
COVER__BOWS2__0.4bpp__2257.pgm,2257.pgm,COVER,0,${BOWS2_ROOT}/cover/2257.pgm,0.4946289,0.50878906,0.5107422,0.5029297,0.5078125
COVER__BOWS2__0.4bpp__2258.pgm,2258.pgm,COVER,0,${BOWS2_ROOT}/cover/2258.pgm,0.51464844,0.50927734,0.5161133,0.52734375,0.5151367
COVER__BOWS2__0.4bpp__2259.pgm,2259.pgm,COVER,0,${BOWS2_ROOT}/cover/2259.pgm,0.5131836,0.5083008,0.51416016,0.5107422,0.51660156
COVER__BOWS2__0.4bpp__226.pgm,226.pgm,COVER,0,${BOWS2_ROOT}/cover/226.pgm,0.27563477,0.41235352,0.24475098,0.4609375,0.21911621
COVER__BOWS2__0.4bpp__2260.pgm,2260.pgm,COVER,0,${BOWS2_ROOT}/cover/2260.pgm,0.5209961,0.51464844,0.5151367,0.5131836,0.5263672
COVER__BOWS2__0.4bpp__2261.pgm,2261.pgm,COVER,0,${BOWS2_ROOT}/cover/2261.pgm,0.26049805,0.86572266,0.05911255,0.15625,0.0032730103
COVER__BOWS2__0.4bpp__2262.pgm,2262.pgm,COVER,0,${BOWS2_ROOT}/cover/2262.pgm,0.53125,0.52441406,0.53027344,0.5126953,0.5361328
COVER__BOWS2__0.4bpp__2263.pgm,2263.pgm,COVER,0,${BOWS2_ROOT}/cover/2263.pgm,0.52490234,0.51708984,0.52734375,0.51904297,0.53271484
COVER__BOWS2__0.4bpp__2264.pgm,2264.pgm,COVER,0,${BOWS2_ROOT}/cover/2264.pgm,0.010856628,0.02470398,0.010528564,0.053009033,0.0118255615
COVER__BOWS2__0.4bpp__2265.pgm,2265.pgm,COVER,0,${BOWS2_ROOT}/cover/2265.pgm,0.97558594,0.77783203,0.36450195,0.19348145,0.6152344
COVER__BOWS2__0.4bpp__2266.pgm,2266.pgm,COVER,0,${BOWS2_ROOT}/cover/2266.pgm,0.012573242,0.020065308,0.014839172,0.020248413,0.02758789
COVER__BOWS2__0.4bpp__2267.pgm,2267.pgm,COVER,0,${BOWS2_ROOT}/cover/2267.pgm,0.49121094,0.49804688,0.5239258,0.51220703,0.5288086
COVER__BOWS2__0.4bpp__2268.pgm,2268.pgm,COVER,0,${BOWS2_ROOT}/cover/2268.pgm,0.50439453,0.5053711,0.5024414,0.50683594,0.5097656
COVER__BOWS2__0.4bpp__2269.pgm,2269.pgm,COVER,0,${BOWS2_ROOT}/cover/2269.pgm,0.0075187683,0.009521484,0.0803833,0.010986328,0.61035156
COVER__BOWS2__0.4bpp__227.pgm,227.pgm,COVER,0,${BOWS2_ROOT}/cover/227.pgm,0.87402344,0.43237305,0.48046875,0.3828125,0.23864746
COVER__BOWS2__0.4bpp__2270.pgm,2270.pgm,COVER,0,${BOWS2_ROOT}/cover/2270.pgm,0.56396484,0.5180664,0.5151367,0.51416016,0.52490234
COVER__BOWS2__0.4bpp__2271.pgm,2271.pgm,COVER,0,${BOWS2_ROOT}/cover/2271.pgm,0.5029297,0.5151367,0.5161133,0.5263672,0.52001953
COVER__BOWS2__0.4bpp__2272.pgm,2272.pgm,COVER,0,${BOWS2_ROOT}/cover/2272.pgm,0.51171875,0.5024414,0.49438477,0.51220703,0.5024414
COVER__BOWS2__0.4bpp__2273.pgm,2273.pgm,COVER,0,${BOWS2_ROOT}/cover/2273.pgm,0.5292969,0.5410156,0.5283203,0.58984375,0.5029297
COVER__BOWS2__0.4bpp__2274.pgm,2274.pgm,COVER,0,${BOWS2_ROOT}/cover/2274.pgm,0.5463867,0.8300781,0.6010742,0.7236328,0.5698242
COVER__BOWS2__0.4bpp__2275.pgm,2275.pgm,COVER,0,${BOWS2_ROOT}/cover/2275.pgm,0.36523438,0.49951172,0.5288086,0.5341797,0.5107422
COVER__BOWS2__0.4bpp__2276.pgm,2276.pgm,COVER,0,${BOWS2_ROOT}/cover/2276.pgm,0.0151901245,0.48461914,0.8588867,0.86083984,0.99658203
COVER__BOWS2__0.4bpp__2277.pgm,2277.pgm,COVER,0,${BOWS2_ROOT}/cover/2277.pgm,0.13720703,7.033348e-05,0.0,0.0,0.33447266
COVER__BOWS2__0.4bpp__2278.pgm,2278.pgm,COVER,0,${BOWS2_ROOT}/cover/2278.pgm,0.07159424,0.12286377,0.42651367,0.03540039,0.6035156
COVER__BOWS2__0.4bpp__2279.pgm,2279.pgm,COVER,0,${BOWS2_ROOT}/cover/2279.pgm,0.3569336,0.48413086,0.50878906,0.5151367,0.52978516
COVER__BOWS2__0.4bpp__228.pgm,228.pgm,COVER,0,${BOWS2_ROOT}/cover/228.pgm,0.98876953,0.8120117,0.9326172,0.38476562,0.88964844
COVER__BOWS2__0.4bpp__2280.pgm,2280.pgm,COVER,0,${BOWS2_ROOT}/cover/2280.pgm,0.5151367,0.5078125,0.50634766,0.51416016,0.51708984
COVER__BOWS2__0.4bpp__2281.pgm,2281.pgm,COVER,0,${BOWS2_ROOT}/cover/2281.pgm,0.103759766,0.3935547,0.32104492,0.039642334,0.57714844
COVER__BOWS2__0.4bpp__2282.pgm,2282.pgm,COVER,0,${BOWS2_ROOT}/cover/2282.pgm,0.55859375,0.5209961,0.51660156,0.5180664,0.5185547
COVER__BOWS2__0.4bpp__2283.pgm,2283.pgm,COVER,0,${BOWS2_ROOT}/cover/2283.pgm,0.48388672,0.50390625,0.4182129,0.51220703,0.6455078
COVER__BOWS2__0.4bpp__2284.pgm,2284.pgm,COVER,0,${BOWS2_ROOT}/cover/2284.pgm,0.52246094,0.5136719,0.5180664,0.52978516,0.515625
COVER__BOWS2__0.4bpp__2285.pgm,2285.pgm,COVER,0,${BOWS2_ROOT}/cover/2285.pgm,0.40185547,0.49047852,0.50439453,0.47094727,0.50927734
COVER__BOWS2__0.4bpp__2286.pgm,2286.pgm,COVER,0,${BOWS2_ROOT}/cover/2286.pgm,0.07366943,0.47631836,0.38061523,0.105773926,0.28515625
