sample_id,image_name,true_algo,is_stego,path,p_WOW,p_S-UNIWARD,p_HILL,p_HUGO,p_MiPOD,z_WOW,z_S-UNIWARD,z_HILL,z_HUGO,z_MiPOD
COVER__BOWS2__0.2bpp__9188.pgm,9188.pgm,COVER,0,${BOWS2_ROOT}/cover/9188.pgm,0.38232422,0.49951172,0.6723633,0.50878906,0.84228516,0.40547684,0.42386857,1.2342274,-0.22567046,1.6894097
COVER__BOWS2__0.2bpp__9189.pgm,9189.pgm,COVER,0,${BOWS2_ROOT}/cover/9189.pgm,0.5,0.49926758,0.5,0.50683594,0.5029297,0.84630054,0.1927496,0.57467115,-0.67240334,0.46375087
COVER__BOWS2__0.2bpp__919.pgm,919.pgm,COVER,0,${BOWS2_ROOT}/cover/919.pgm,0.5209961,0.49853516,0.5073242,0.50878906,0.50439453,0.92495376,-0.5006073,0.6026976,-0.22567046,0.46904147
COVER__BOWS2__0.2bpp__9190.pgm,9190.pgm,COVER,0,${BOWS2_ROOT}/cover/9190.pgm,0.4230957,0.49902344,0.5053711,0.51220703,0.5185547,0.5582104,-0.03836936,0.59522384,0.5561121,0.5201841
COVER__BOWS2__0.2bpp__9191.pgm,9191.pgm,COVER,0,${BOWS2_ROOT}/cover/9191.pgm,0.20544434,0.5004883,0.4580078,0.5126953,0.000115931034,-0.25713062,1.3483444,0.413986,0.6677953,-1.3522745
COVER__BOWS2__0.2bpp__9192.pgm,9192.pgm,COVER,0,${BOWS2_ROOT}/cover/9192.pgm,0.7036133,0.49926758,0.46240234,0.5107422,0.49169922,1.6090536,0.1927496,0.4308019,0.22106244,0.4231895
COVER__BOWS2__0.2bpp__9193.pgm,9193.pgm,COVER,0,${BOWS2_ROOT}/cover/9193.pgm,0.1427002,0.49902344,0.61865234,0.5102539,0.029373169,-0.4921756,-0.03836936,1.0287,0.10937921,-1.2466054
COVER__BOWS2__0.2bpp__9194.pgm,9194.pgm,COVER,0,${BOWS2_ROOT}/cover/9194.pgm,0.031311035,0.5,0.13427734,0.515625,0.40844727,-0.9094491,0.8861065,-0.82478416,1.3378947,0.12250626
COVER__BOWS2__0.2bpp__9195.pgm,9195.pgm,COVER,0,${BOWS2_ROOT}/cover/9195.pgm,0.97265625,0.4987793,0.63671875,0.51123047,0.6533203,2.6169121,-0.26948833,1.097832,0.33274564,1.0069206
COVER__BOWS2__0.2bpp__9196.pgm,9196.pgm,COVER,0,${BOWS2_ROOT}/cover/9196.pgm,0.63183594,0.4987793,0.28198242,0.5107422,0.41552734,1.3401694,-0.26948833,-0.2595836,0.22106244,0.14807756
COVER__BOWS2__0.2bpp__9197.pgm,9197.pgm,COVER,0,${BOWS2_ROOT}/cover/9197.pgm,0.01348114,0.49926758,0.014389038,0.5131836,0.018234253,-0.97624147,0.1927496,-1.2835425,0.77947855,-1.2868361
COVER__BOWS2__0.2bpp__9198.pgm,9198.pgm,COVER,0,${BOWS2_ROOT}/cover/9198.pgm,0.3857422,0.49902344,0.5107422,0.5097656,0.54785156,0.41828084,-0.03836936,0.6157766,-0.0023040117,0.62599635
COVER__BOWS2__0.2bpp__9199.pgm,9199.pgm,COVER,0,${BOWS2_ROOT}/cover/9199.pgm,0.4423828,0.49926758,0.4567871,0.5102539,0.55322266,0.6304616,0.1927496,0.40931493,0.10937921,0.6453953
COVER__BOWS2__0.2bpp__92.pgm,92.pgm,COVER,0,${BOWS2_ROOT}/cover/92.pgm,0.00484848,0.5048828,0.6557617,0.5175781,0.49951172,-1.0085801,5.508486,1.1707008,1.7846276,0.4514061
COVER__BOWS2__0.2bpp__920.pgm,920.pgm,COVER,0,${BOWS2_ROOT}/cover/920.pgm,0.014785767,0.49829102,0.08239746,0.5175781,0.09466553,-0.9713542,-0.7317262,-1.0233049,1.7846276,-1.0107874
COVER__BOWS2__0.2bpp__9200.pgm,9200.pgm,COVER,0,${BOWS2_ROOT}/cover/9200.pgm,0.7319336,0.5,0.72753906,0.51171875,0.5654297,1.7151439,0.8861065,1.4453602,0.44442886,0.6894837
COVER__BOWS2__0.2bpp__9201.pgm,9201.pgm,COVER,0,${BOWS2_ROOT}/cover/9201.pgm,0.67578125,0.49951172,0.53271484,0.51171875,0.50390625,1.5047925,0.42386857,0.69985604,0.44442886,0.46727794
COVER__BOWS2__0.2bpp__9202.pgm,9202.pgm,COVER,0,${BOWS2_ROOT}/cover/9202.pgm,0.48657227,0.49926758,0.49853516,0.5078125,0.50878906,0.7959991,0.1927496,0.5690658,-0.4490369,0.48491332
COVER__BOWS2__0.2bpp__9203.pgm,9203.pgm,COVER,0,${BOWS2_ROOT}/cover/9203.pgm,0.49731445,0.49926758,0.50634766,0.5073242,0.50341797,0.83624023,0.1927496,0.59896076,-0.5607201,0.4655144
COVER__BOWS2__0.2bpp__9204.pgm,9204.pgm,COVER,0,${BOWS2_ROOT}/cover/9204.pgm,0.52490234,0.49926758,0.5097656,0.5083008,0.5083008,0.9395869,0.1927496,0.61203974,-0.33735368,0.4831498
COVER__BOWS2__0.2bpp__9205.pgm,9205.pgm,COVER,0,${BOWS2_ROOT}/cover/9205.pgm,0.38745117,0.49926758,0.5185547,0.5078125,0.46826172,0.42468283,0.1927496,0.64567155,-0.4490369,0.33853966
COVER__BOWS2__0.2bpp__9206.pgm,9206.pgm,COVER,0,${BOWS2_ROOT}/cover/9206.pgm,0.58154297,0.49926758,0.48364258,0.5058594,0.52001953,1.1517676,0.1927496,0.51207864,-0.8957698,0.52547467
COVER__BOWS2__0.2bpp__9207.pgm,9207.pgm,COVER,0,${BOWS2_ROOT}/cover/9207.pgm,0.4465332,0.49951172,0.37524414,0.5083008,0.49536133,0.64600927,0.42386857,0.09728685,-0.33735368,0.43641603
COVER__BOWS2__0.2bpp__9208.pgm,9208.pgm,COVER,0,${BOWS2_ROOT}/cover/9208.pgm,0.49804688,0.49926758,0.50341797,0.5053711,0.5004883,0.83898395,0.1927496,0.58775014,-1.007453,0.45493317
COVER__BOWS2__0.2bpp__9209.pgm,9209.pgm,COVER,0,${BOWS2_ROOT}/cover/9209.pgm,0.16503906,0.49975586,0.6933594,0.5107422,0.58251953,-0.40849227,0.6549875,1.3145701,0.22106244,0.7512076
COVER__BOWS2__0.2bpp__921.pgm,921.pgm,COVER,0,${BOWS2_ROOT}/cover/921.pgm,0.0067977905,0.49902344,0.6982422,0.5175781,0.27294922,-1.0012778,-0.03836936,1.3332543,1.7846276,-0.36687553
COVER__BOWS2__0.2bpp__9210.pgm,9210.pgm,COVER,0,${BOWS2_ROOT}/cover/9210.pgm,0.5776367,0.49951172,0.5449219,0.5083008,0.53271484,1.1371344,0.42386857,0.74656683,-0.33735368,0.5713267
COVER__BOWS2__0.2bpp__9211.pgm,9211.pgm,COVER,0,${BOWS2_ROOT}/cover/9211.pgm,0.5180664,0.49951172,0.5722656,0.5083008,0.5083008,0.9139789,0.42386857,0.851199,-0.33735368,0.4831498
COVER__BOWS2__0.2bpp__9212.pgm,9212.pgm,COVER,0,${BOWS2_ROOT}/cover/9212.pgm,0.8535156,0.49975586,0.62597656,0.51123047,0.5527344,2.170601,0.6549875,1.0567265,0.33274564,0.64363176
COVER__BOWS2__0.2bpp__9213.pgm,9213.pgm,COVER,0,${BOWS2_ROOT}/cover/9213.pgm,0.86035156,0.5,0.89941406,0.5107422,0.7602539,2.196209,0.8861065,2.103048,0.22106244,1.3931354
COVER__BOWS2__0.2bpp__9214.pgm,9214.pgm,COVER,0,${BOWS2_ROOT}/cover/9214.pgm,0.71728516,0.49926758,0.5317383,0.5083008,0.5473633,1.6602696,0.1927496,0.6961192,-0.33735368,0.6242328
COVER__BOWS2__0.2bpp__9215.pgm,9215.pgm,COVER,0,${BOWS2_ROOT}/cover/9215.pgm,0.4946289,0.49926758,0.5019531,0.5073242,0.51660156,0.82618,0.1927496,0.58214486,-0.5607201,0.51312995
COVER__BOWS2__0.2bpp__9216.pgm,9216.pgm,COVER,0,${BOWS2_ROOT}/cover/9216.pgm,8.684397e-05,0.49951172,0.8457031,0.5083008,0.66503906,-1.0264176,0.42386857,1.8975207,-0.33735368,1.0492455
COVER__BOWS2__0.2bpp__9217.pgm,9217.pgm,COVER,0,${BOWS2_ROOT}/cover/9217.pgm,0.53808594,0.49926758,0.4958496,0.5073242,0.5073242,0.9889738,0.1927496,0.55878943,-0.5607201,0.47962272
COVER__BOWS2__0.2bpp__9218.pgm,9218.pgm,COVER,0,${BOWS2_ROOT}/cover/9218.pgm,0.050811768,0.49902344,0.22033691,0.5097656,0.5839844,-0.83639765,-0.03836936,-0.49547306,-0.0023040117,0.75649816
COVER__BOWS2__0.2bpp__9219.pgm,9219.pgm,COVER,0,${BOWS2_ROOT}/cover/9219.pgm,0.30419922,0.4987793,0.50097656,0.5131836,0.56689453,0.11281378,-0.26948833,0.578408,0.77947855,0.6947743
COVER__BOWS2__0.2bpp__922.pgm,922.pgm,COVER,0,${BOWS2_ROOT}/cover/922.pgm,0.5234375,0.49902344,0.50146484,0.5107422,0.50341797,0.93409944,-0.03836936,0.5802764,0.22106244,0.4655144
COVER__BOWS2__0.2bpp__9220.pgm,9220.pgm,COVER,0,${BOWS2_ROOT}/cover/9220.pgm,0.15576172,0.4987793,0.5385742,0.5136719,0.5258789,-0.443246,-0.26948833,0.7222772,0.89116174,0.5466372
COVER__BOWS2__0.2bpp__9221.pgm,9221.pgm,COVER,0,${BOWS2_ROOT}/cover/9221.pgm,0.53515625,0.49926758,0.66015625,0.50683594,0.69970703,0.9779989,0.1927496,1.1875167,-0.67240334,1.1744567
COVER__BOWS2__0.2bpp__9222.pgm,9222.pgm,COVER,0,${BOWS2_ROOT}/cover/9222.pgm,0.6748047,0.49902344,0.53466797,0.5107422,0.5551758,1.5011342,-0.03836936,0.70732975,0.22106244,0.6524494
COVER__BOWS2__0.2bpp__9223.pgm,9223.pgm,COVER,0,${BOWS2_ROOT}/cover/9223.pgm,0.4921875,0.4987793,0.43164062,0.5102539,0.51660156,0.81703424,-0.26948833,0.3130907,0.10937921,0.51312995
COVER__BOWS2__0.2bpp__9224.pgm,9224.pgm,COVER,0,${BOWS2_ROOT}/cover/9224.pgm,0.50097656,0.49926758,0.47851562,0.50439453,0.50683594,0.84995884,0.1927496,0.49246013,-1.2308195,0.47785917
COVER__BOWS2__0.2bpp__9225.pgm,9225.pgm,COVER,0,${BOWS2_ROOT}/cover/9225.pgm,0.49145508,0.49926758,0.4987793,0.50683594,0.5024414,0.8142905,0.1927496,0.57000005,-0.67240334,0.46198732
COVER__BOWS2__0.2bpp__9226.pgm,9226.pgm,COVER,0,${BOWS2_ROOT}/cover/9226.pgm,0.5024414,0.49926758,0.5019531,0.5048828,0.5136719,0.8554463,0.1927496,0.58214486,-1.1191362,0.5025487
COVER__BOWS2__0.2bpp__9227.pgm,9227.pgm,COVER,0,${BOWS2_ROOT}/cover/9227.pgm,0.52783203,0.49926758,0.7871094,0.5053711,0.5288086,0.95056176,0.1927496,1.6733088,-1.007453,0.5572184
COVER__BOWS2__0.2bpp__9228.pgm,9228.pgm,COVER,0,${BOWS2_ROOT}/cover/9228.pgm,0.50146484,0.49926758,0.5126953,0.50439453,0.52197266,0.851788,0.1927496,0.62325037,-1.2308195,0.5325289
COVER__BOWS2__0.2bpp__9229.pgm,9229.pgm,COVER,0,${BOWS2_ROOT}/cover/9229.pgm,0.55566406,0.49853516,0.58447266,0.51171875,0.6464844,1.0548229,-0.5006073,0.89790976,0.44442886,0.982231
COVER__BOWS2__0.2bpp__923.pgm,923.pgm,COVER,0,${BOWS2_ROOT}/cover/923.pgm,0.016098022,0.49658203,0.008743286,0.51708984,0.012825012,-0.96643835,-2.349559,-1.3051462,1.6729443,-1.3063729
COVER__BOWS2__0.2bpp__9230.pgm,9230.pgm,COVER,0,${BOWS2_ROOT}/cover/9230.pgm,0.43554688,0.49902344,0.48242188,0.5107422,0.48168945,0.6048535,-0.03836936,0.5074076,0.22106244,0.38703695
COVER__BOWS2__0.2bpp__9231.pgm,9231.pgm,COVER,0,${BOWS2_ROOT}/cover/9231.pgm,0.8515625,0.49853516,0.8730469,0.51220703,0.6333008,2.1632843,-0.5006073,2.002153,0.5561121,0.9346155
COVER__BOWS2__0.2bpp__9232.pgm,9232.pgm,COVER,0,${BOWS2_ROOT}/cover/9232.pgm,0.5083008,0.4987793,0.5854492,0.51123047,0.4765625,0.877396,-0.26948833,0.9016467,0.33274564,0.3685198
COVER__BOWS2__0.2bpp__9233.pgm,9233.pgm,COVER,0,${BOWS2_ROOT}/cover/9233.pgm,0.5654297,0.4987793,0.53759766,0.51123047,0.515625,1.0914059,-0.26948833,0.7185404,0.33274564,0.50960284
COVER__BOWS2__0.2bpp__9234.pgm,9234.pgm,COVER,0,${BOWS2_ROOT}/cover/9234.pgm,0.49316406,0.49902344,0.5371094,0.5126953,0.51123047,0.82069254,-0.03836936,0.71667194,0.6677953,0.49373102
COVER__BOWS2__0.2bpp__9235.pgm,9235.pgm,COVER,0,${BOWS2_ROOT}/cover/9235.pgm,0.1652832,0.49951172,0.08538818,0.5083008,0.03817749,-0.4075777,0.42386857,-1.0118608,-0.33735368,-1.2148067
COVER__BOWS2__0.2bpp__9236.pgm,9236.pgm,COVER,0,${BOWS2_ROOT}/cover/9236.pgm,0.6821289,0.49975586,0.7446289,0.5102539,0.58154297,1.5285712,0.6549875,1.5107553,0.10937921,0.7476805
COVER__BOWS2__0.2bpp__9237.pgm,9237.pgm,COVER,0,${BOWS2_ROOT}/cover/9237.pgm,0.62158203,0.49975586,0.00055933,0.51123047,0.6948242,1.3017575,0.6549875,-1.3364625,0.33274564,1.1568213
COVER__BOWS2__0.2bpp__9238.pgm,9238.pgm,COVER,0,${BOWS2_ROOT}/cover/9238.pgm,0.018615723,0.4987793,0.9111328,0.5078125,0.6254883,-0.9570069,-0.26948833,2.1478906,-0.4490369,0.9063989
COVER__BOWS2__0.2bpp__9239.pgm,9239.pgm,COVER,0,${BOWS2_ROOT}/cover/9239.pgm,0.018936157,0.4987793,0.21289062,0.51171875,0.3479004,-0.9558065,-0.26948833,-0.52396667,0.44442886,-0.09617245
COVER__BOWS2__0.2bpp__924.pgm,924.pgm,COVER,0,${BOWS2_ROOT}/cover/924.pgm,0.50634766,0.49853516,0.50439453,0.5073242,0.5029297,0.8700794,-0.5006073,0.591487,-0.5607201,0.46375087
COVER__BOWS2__0.2bpp__9240.pgm,9240.pgm,COVER,0,${BOWS2_ROOT}/cover/9240.pgm,0.010612488,0.49902344,0.009056091,0.51416016,0.0038700104,-0.98698765,-0.03836936,-1.3039492,1.0028449,-1.3387159
COVER__BOWS2__0.2bpp__9241.pgm,9241.pgm,COVER,0,${BOWS2_ROOT}/cover/9241.pgm,0.010131836,0.49853516,0.008987427,0.5107422,0.013427734,-0.98878825,-0.5006073,-1.304212,0.22106244,-1.304196
COVER__BOWS2__0.2bpp__9242.pgm,9242.pgm,COVER,0,${BOWS2_ROOT}/cover/9242.pgm,0.013633728,0.4975586,0.00919342,0.5175781,0.036621094,-0.97566986,-1.4250832,-1.3034238,1.7846276,-1.220428
COVER__BOWS2__0.2bpp__9243.pgm,9243.pgm,COVER,0,${BOWS2_ROOT}/cover/9243.pgm,0.7504883,0.49926758,0.70996094,0.51464844,0.6401367,1.7846514,0.1927496,1.3780967,1.1145282,0.95930505
COVER__BOWS2__0.2bpp__9244.pgm,9244.pgm,COVER,0,${BOWS2_ROOT}/cover/9244.pgm,0.7011719,0.49951172,0.5732422,0.5083008,0.5253906,1.5999079,0.42386857,0.8549359,-0.33735368,0.5448736
COVER__BOWS2__0.2bpp__9245.pgm,9245.pgm,COVER,0,${BOWS2_ROOT}/cover/9245.pgm,0.0061912537,0.49926758,0.000626564,0.5083008,0.00080394745,-1.00355,0.1927496,-1.3362052,-0.33735368,-1.3497896
COVER__BOWS2__0.2bpp__9246.pgm,9246.pgm,COVER,0,${BOWS2_ROOT}/cover/9246.pgm,0.50146484,0.49926758,0.5253906,0.5048828,0.5673828,0.851788,0.1927496,0.6718296,-1.1191362,0.6965379
COVER__BOWS2__0.2bpp__9247.pgm,9247.pgm,COVER,0,${BOWS2_ROOT}/cover/9247.pgm,0.022247314,0.4987793,0.15002441,0.51464844,0.5566406,-0.9434026,-0.26948833,-0.7645272,1.1145282,0.65774006
COVER__BOWS2__0.2bpp__9248.pgm,9248.pgm,COVER,0,${BOWS2_ROOT}/cover/9248.pgm,0.45166016,0.49926758,0.5522461,0.5058594,0.54296875,0.66521525,0.1927496,0.7745933,-0.8957698,0.608361
COVER__BOWS2__0.2bpp__9249.pgm,9249.pgm,COVER,0,${BOWS2_ROOT}/cover/9249.pgm,0.49926758,0.49926758,0.49682617,0.5058594,0.50146484,0.8435568,0.1927496,0.5625263,-0.8957698,0.45846024
COVER__BOWS2__0.2bpp__925.pgm,925.pgm,COVER,0,${BOWS2_ROOT}/cover/925.pgm,0.49121094,0.4987793,0.4987793,0.50927734,0.49780273,0.81337595,-0.26948833,0.57000005,-0.11398723,0.4452337
COVER__BOWS2__0.2bpp__9250.pgm,9250.pgm,COVER,0,${BOWS2_ROOT}/cover/9250.pgm,0.53564453,0.49926758,0.5058594,0.51171875,0.5073242,0.97982806,0.1927496,0.5970923,0.44442886,0.47962272
COVER__BOWS2__0.2bpp__9251.pgm,9251.pgm,COVER,0,${BOWS2_ROOT}/cover/9251.pgm,0.006340027,0.4987793,0.4711914,0.51660156,0.27172852,-1.0029926,-0.26948833,0.46443367,1.561261,-0.3712844
COVER__BOWS2__0.2bpp__9252.pgm,9252.pgm,COVER,0,${BOWS2_ROOT}/cover/9252.pgm,0.5083008,0.49926758,0.5024414,0.5073242,0.50341797,0.877396,0.1927496,0.5840133,-0.5607201,0.4655144
COVER__BOWS2__0.2bpp__9253.pgm,9253.pgm,COVER,0,${BOWS2_ROOT}/cover/9253.pgm,0.95166016,0.4987793,0.66503906,0.51416016,0.6503906,2.5382588,-0.26948833,1.206201,1.0028449,0.9963393
COVER__BOWS2__0.2bpp__9254.pgm,9254.pgm,COVER,0,${BOWS2_ROOT}/cover/9254.pgm,0.013221741,0.49926758,0.36865234,0.5151367,0.38549805,-0.9772132,0.1927496,0.07206302,1.2262114,0.039619975
COVER__BOWS2__0.2bpp__9255.pgm,9255.pgm,COVER,0,${BOWS2_ROOT}/cover/9255.pgm,0.011199951,0.4987793,0.546875,0.51171875,0.9091797,-0.984787,-0.26948833,0.75404054,0.44442886,1.9310145
COVER__BOWS2__0.2bpp__9256.pgm,9256.pgm,COVER,0,${BOWS2_ROOT}/cover/9256.pgm,0.08868408,0.49804688,0.93408203,0.51171875,0.94921875,-0.6945247,-0.9628452,2.2357068,0.44442886,2.0756247
COVER__BOWS2__0.2bpp__9257.pgm,9257.pgm,COVER,0,${BOWS2_ROOT}/cover/9257.pgm,0.0074310303,0.4987793,0.28320312,0.515625,0.91552734,-0.99890566,-0.26948833,-0.2549125,1.3378947,1.9539405
COVER__BOWS2__0.2bpp__9258.pgm,9258.pgm,COVER,0,${BOWS2_ROOT}/cover/9258.pgm,0.00818634,0.4987793,0.04525757,0.5131836,0.04977417,-0.9960762,-0.26948833,-1.1654226,0.77947855,-1.1729226
COVER__BOWS2__0.2bpp__9259.pgm,9259.pgm,COVER,0,${BOWS2_ROOT}/cover/9259.pgm,0.49926758,0.49926758,0.5019531,0.50683594,0.5029297,0.8435568,0.1927496,0.58214486,-0.67240334,0.46375087
COVER__BOWS2__0.2bpp__926.pgm,926.pgm,COVER,0,${BOWS2_ROOT}/cover/926.pgm,0.6669922,0.49853516,0.50634766,0.50878906,0.5029297,1.4718678,-0.5006073,0.59896076,-0.22567046,0.46375087
COVER__BOWS2__0.2bpp__9260.pgm,9260.pgm,COVER,0,${BOWS2_ROOT}/cover/9260.pgm,0.55908203,0.49926758,0.5366211,0.51123047,0.52001953,1.067627,0.1927496,0.7148035,0.33274564,0.52547467
COVER__BOWS2__0.2bpp__9261.pgm,9261.pgm,COVER,0,${BOWS2_ROOT}/cover/9261.pgm,0.4958496,0.4987793,0.49560547,0.50439453,0.5029297,0.8307528,-0.26948833,0.55785525,-1.2308195,0.46375087
COVER__BOWS2__0.2bpp__9262.pgm,9262.pgm,COVER,0,${BOWS2_ROOT}/cover/9262.pgm,0.49780273,0.49926758,0.5,0.5073242,0.50390625,0.8380694,0.1927496,0.57467115,-0.5607201,0.46727794
COVER__BOWS2__0.2bpp__9263.pgm,9263.pgm,COVER,0,${BOWS2_ROOT}/cover/9263.pgm,0.5161133,0.5004883,0.5336914,0.5131836,0.52197266,0.9066623,1.3483444,0.7035929,0.77947855,0.5325289
COVER__BOWS2__0.2bpp__9264.pgm,9264.pgm,COVER,0,${BOWS2_ROOT}/cover/9264.pgm,0.18078613,0.49975586,0.2590332,0.51464844,0.35351562,-0.34950238,0.6549875,-0.34739986,1.1145282,-0.07589176
COVER__BOWS2__0.2bpp__9265.pgm,9265.pgm,COVER,0,${BOWS2_ROOT}/cover/9265.pgm,0.6621094,0.49975586,0.45654297,0.51464844,0.51904297,1.4535763,0.6549875,0.40838072,1.1145282,0.5219476
COVER__BOWS2__0.2bpp__9266.pgm,9266.pgm,COVER,0,${BOWS2_ROOT}/cover/9266.pgm,0.6855469,0.49951172,0.48950195,0.5102539,0.49560547,1.5413753,0.42386857,0.5344998,0.10937921,0.4372978
COVER__BOWS2__0.2bpp__9267.pgm,9267.pgm,COVER,0,${BOWS2_ROOT}/cover/9267.pgm,0.51464844,0.49902344,0.5126953,0.5131836,0.53515625,0.90117484,-0.03836936,0.62325037,0.77947855,0.58014435
COVER__BOWS2__0.2bpp__9268.pgm,9268.pgm,COVER,0,${BOWS2_ROOT}/cover/9268.pgm,0.49609375,0.49926758,0.5,0.5078125,0.50146484,0.83166736,0.1927496,0.57467115,-0.4490369,0.45846024
COVER__BOWS2__0.2bpp__9269.pgm,9269.pgm,COVER,0,${BOWS2_ROOT}/cover/9269.pgm,0.53466797,0.49975586,0.49951172,0.51123047,0.51660156,0.97616976,0.6549875,0.57280266,0.33274564,0.51312995
COVER__BOWS2__0.2bpp__927.pgm,927.pgm,COVER,0,${BOWS2_ROOT}/cover/927.pgm,0.17749023,0.49829102,0.6010742,0.5107422,0.5805664,-0.3618491,-0.7317262,0.96143645,0.22106244,0.7441534
COVER__BOWS2__0.2bpp__9270.pgm,9270.pgm,COVER,0,${BOWS2_ROOT}/cover/9270.pgm,0.16430664,0.49926758,0.5390625,0.5161133,0.58154297,-0.411236,0.1927496,0.72414565,1.4495778,0.7476805
COVER__BOWS2__0.2bpp__9271.pgm,9271.pgm,COVER,0,${BOWS2_ROOT}/cover/9271.pgm,0.5019531,0.5,0.48706055,0.5136719,0.5649414,0.85361713,0.8861065,0.5251577,0.89116174,0.6877202
COVER__BOWS2__0.2bpp__9272.pgm,9272.pgm,COVER,0,${BOWS2_ROOT}/cover/9272.pgm,0.48535156,0.49951172,0.53808594,0.51464844,0.56591797,0.79142624,0.42386857,0.7204088,1.1145282,0.6912473
COVER__BOWS2__0.2bpp__9273.pgm,9273.pgm,COVER,0,${BOWS2_ROOT}/cover/9273.pgm,0.53808594,0.49951172,0.50146484,0.5107422,0.51464844,0.9889738,0.42386857,0.5802764,0.22106244,0.5060758
COVER__BOWS2__0.2bpp__9274.pgm,9274.pgm,COVER,0,${BOWS2_ROOT}/cover/9274.pgm,0.08300781,0.4987793,0.07861328,0.51171875,0.390625,-0.7157885,-0.26948833,-1.0377853,0.44442886,0.058137123
COVER__BOWS2__0.2bpp__9275.pgm,9275.pgm,COVER,0,${BOWS2_ROOT}/cover/9275.pgm,0.3190918,0.49902344,0.7114258,0.50878906,0.59716797,0.16860268,-0.03836936,1.383702,-0.22567046,0.8041137
COVER__BOWS2__0.2bpp__9276.pgm,9276.pgm,COVER,0,${BOWS2_ROOT}/cover/9276.pgm,0.8847656,0.4987793,0.5444336,0.5131836,0.57714844,2.287666,-0.26948833,0.7446984,0.77947855,0.73180866
COVER__BOWS2__0.2bpp__9277.pgm,9277.pgm,COVER,0,${BOWS2_ROOT}/cover/9277.pgm,0.50634766,0.49951172,0.4963379,0.5083008,0.49487305,0.8700794,0.42386857,0.56065786,-0.33735368,0.43465248
COVER__BOWS2__0.2bpp__9278.pgm,9278.pgm,COVER,0,${BOWS2_ROOT}/cover/9278.pgm,0.50439453,0.49926758,0.5048828,0.5053711,0.5053711,0.86276287,0.1927496,0.5933554,-1.007453,0.47256854
COVER__BOWS2__0.2bpp__9279.pgm,9279.pgm,COVER,0,${BOWS2_ROOT}/cover/9279.pgm,0.40795898,0.49902344,0.53125,0.5126953,0.5239258,0.50150687,-0.03836936,0.69425076,0.6677953,0.539583
COVER__BOWS2__0.2bpp__928.pgm,928.pgm,COVER,0,${BOWS2_ROOT}/cover/928.pgm,0.49145508,0.49902344,0.5,0.5058594,0.50341797,0.8142905,-0.03836936,0.57467115,-0.8957698,0.4655144
COVER__BOWS2__0.2bpp__9280.pgm,9280.pgm,COVER,0,${BOWS2_ROOT}/cover/9280.pgm,0.119018555,0.49902344,0.48510742,0.51416016,0.5390625,-0.5808891,-0.03836936,0.517684,1.0028449,0.5942527
COVER__BOWS2__0.2bpp__9281.pgm,9281.pgm,COVER,0,${BOWS2_ROOT}/cover/9281.pgm,0.09741211,0.49829102,0.026550293,0.5151367,0.47387695,-0.66182876,-0.7317262,-1.2370069,1.2262114,0.35882035
COVER__BOWS2__0.2bpp__9282.pgm,9282.pgm,COVER,0,${BOWS2_ROOT}/cover/9282.pgm,0.5214844,0.49975586,0.49829102,0.5097656,0.5024414,0.9267829,0.6549875,0.5681316,-0.0023040117,0.46198732
COVER__BOWS2__0.2bpp__9283.pgm,9283.pgm,COVER,0,${BOWS2_ROOT}/cover/9283.pgm,0.50439453,0.49926758,0.49731445,0.5083008,0.4897461,0.86276287,0.1927496,0.5643948,-0.33735368,0.41613534
COVER__BOWS2__0.2bpp__9284.pgm,9284.pgm,COVER,0,${BOWS2_ROOT}/cover/9284.pgm,0.14111328,0.49853516,0.671875,0.50683594,0.55322266,-0.49812034,-0.5006073,1.232359,-0.67240334,0.6453953
COVER__BOWS2__0.2bpp__9285.pgm,9285.pgm,COVER,0,${BOWS2_ROOT}/cover/9285.pgm,0.5761719,0.49853516,0.4946289,0.50146484,0.49951172,1.131647,-0.5006073,0.5541184,-1.9009187,0.4514061
COVER__BOWS2__0.2bpp__9286.pgm,9286.pgm,COVER,0,${BOWS2_ROOT}/cover/9286.pgm,0.015075684,0.49829102,0.011779785,0.5053711,0.011734009,-0.97026813,-0.7317262,-1.2935269,-1.007453,-1.3103132
COVER__BOWS2__0.2bpp__9287.pgm,9287.pgm,COVER,0,${BOWS2_ROOT}/cover/9287.pgm,0.013587952,0.49780273,0.010131836,0.5004883,0.0053215027,-0.97584134,-1.1939642,-1.2998328,-2.1242852,-1.3334734
COVER__BOWS2__0.2bpp__9288.pgm,9288.pgm,COVER,0,${BOWS2_ROOT}/cover/9288.pgm,0.5107422,0.4987793,0.56347656,0.5126953,0.5341797,0.8865417,-0.26948833,0.8175672,0.6677953,0.5766173
COVER__BOWS2__0.2bpp__9289.pgm,9289.pgm,COVER,0,${BOWS2_ROOT}/cover/9289.pgm,0.49243164,0.49926758,0.5029297,0.50927734,0.49780273,0.8179488,0.1927496,0.5858817,-0.11398723,0.4452337
COVER__BOWS2__0.2bpp__929.pgm,929.pgm,COVER,0,${BOWS2_ROOT}/cover/929.pgm,0.45117188,0.4987793,0.55126953,0.51220703,0.5229492,0.66338617,-0.26948833,0.77085644,0.5561121,0.5360559
COVER__BOWS2__0.2bpp__9290.pgm,9290.pgm,COVER,0,${BOWS2_ROOT}/cover/9290.pgm,0.49609375,0.49902344,0.49829102,0.5053711,0.50439453,0.83166736,-0.03836936,0.5681316,-1.007453,0.46904147
