sample_id,image_name,true_algo,is_stego,path,p_WOW,p_S-UNIWARD,p_HILL,p_HUGO,p_MiPOD
COVER__BOWS2__0.2bpp__4631.pgm,4631.pgm,COVER,0,${BOWS2_ROOT}/cover/4631.pgm,0.50097656,0.49926758,0.5073242,0.50634766,0.5126953
COVER__BOWS2__0.2bpp__4632.pgm,4632.pgm,COVER,0,${BOWS2_ROOT}/cover/4632.pgm,0.015304565,0.49682617,0.009597778,0.5151367,0.009056091
COVER__BOWS2__0.2bpp__4633.pgm,4633.pgm,COVER,0,${BOWS2_ROOT}/cover/4633.pgm,0.57373047,0.49926758,0.5341797,0.5097656,0.5288086
COVER__BOWS2__0.2bpp__4634.pgm,4634.pgm,COVER,0,${BOWS2_ROOT}/cover/4634.pgm,0.46655273,0.49902344,0.49853516,0.5078125,0.5048828
COVER__BOWS2__0.2bpp__4635.pgm,4635.pgm,COVER,0,${BOWS2_ROOT}/cover/4635.pgm,0.43359375,0.49902344,0.47802734,0.51123047,0.49121094
COVER__BOWS2__0.2bpp__4636.pgm,4636.pgm,COVER,0,${BOWS2_ROOT}/cover/4636.pgm,0.012481689,0.49804688,0.010292053,0.5097656,0.006668091
COVER__BOWS2__0.2bpp__4637.pgm,4637.pgm,COVER,0,${BOWS2_ROOT}/cover/4637.pgm,0.49731445,0.4987793,0.50390625,0.5102539,0.50439453
COVER__BOWS2__0.2bpp__4638.pgm,4638.pgm,COVER,0,${BOWS2_ROOT}/cover/4638.pgm,0.009635925,0.49780273,0.009857178,0.50097656,0.008850098
COVER__BOWS2__0.2bpp__4639.pgm,4639.pgm,COVER,0,${BOWS2_ROOT}/cover/4639.pgm,0.110839844,0.49902344,0.56152344,0.5107422,0.52978516
COVER__BOWS2__0.2bpp__464.pgm,464.pgm,COVER,0,${BOWS2_ROOT}/cover/464.pgm,0.85791016,0.49951172,0.95751953,0.51464844,0.93896484
COVER__BOWS2__0.2bpp__4640.pgm,4640.pgm,COVER,0,${BOWS2_ROOT}/cover/4640.pgm,0.016921997,0.49902344,0.7338867,0.5107422,0.8808594
COVER__BOWS2__0.2bpp__4641.pgm,4641.pgm,COVER,0,${BOWS2_ROOT}/cover/4641.pgm,0.51123047,0.49853516,0.49853516,0.5078125,0.50146484
COVER__BOWS2__0.2bpp__4642.pgm,4642.pgm,COVER,0,${BOWS2_ROOT}/cover/4642.pgm,0.50146484,0.4987793,0.47583008,0.5073242,0.4963379
COVER__BOWS2__0.2bpp__4643.pgm,4643.pgm,COVER,0,${BOWS2_ROOT}/cover/4643.pgm,0.64990234,0.4987793,0.26953125,0.50927734,0.34155273
COVER__BOWS2__0.2bpp__4644.pgm,4644.pgm,COVER,0,${BOWS2_ROOT}/cover/4644.pgm,0.5776367,0.4987793,0.50097656,0.5083008,0.5053711
COVER__BOWS2__0.2bpp__4645.pgm,4645.pgm,COVER,0,${BOWS2_ROOT}/cover/4645.pgm,0.08959961,0.4987793,0.53222656,0.5073242,0.64208984
COVER__BOWS2__0.2bpp__4646.pgm,4646.pgm,COVER,0,${BOWS2_ROOT}/cover/4646.pgm,0.01876831,0.4987793,0.55029297,0.50878906,0.8544922
COVER__BOWS2__0.2bpp__4647.pgm,4647.pgm,COVER,0,${BOWS2_ROOT}/cover/4647.pgm,0.5073242,0.49926758,0.5029297,0.50927734,0.5048828
COVER__BOWS2__0.2bpp__4648.pgm,4648.pgm,COVER,0,${BOWS2_ROOT}/cover/4648.pgm,0.010650635,0.4975586,0.0103302,0.5126953,0.009376526
COVER__BOWS2__0.2bpp__4649.pgm,4649.pgm,COVER,0,${BOWS2_ROOT}/cover/4649.pgm,0.45239258,0.4987793,0.49682617,0.5097656,0.5073242
COVER__BOWS2__0.2bpp__465.pgm,465.pgm,COVER,0,${BOWS2_ROOT}/cover/465.pgm,0.050994873,0.49975586,0.04232788,0.5151367,0.38305664
COVER__BOWS2__0.2bpp__4650.pgm,4650.pgm,COVER,0,${BOWS2_ROOT}/cover/4650.pgm,0.3557129,0.4987793,0.50097656,0.5102539,0.5058594
COVER__BOWS2__0.2bpp__4651.pgm,4651.pgm,COVER,0,${BOWS2_ROOT}/cover/4651.pgm,0.48413086,0.4987793,0.47973633,0.51123047,0.49047852
COVER__BOWS2__0.2bpp__4652.pgm,4652.pgm,COVER,0,${BOWS2_ROOT}/cover/4652.pgm,0.47265625,0.49902344,0.45629883,0.5102539,0.5019531
COVER__BOWS2__0.2bpp__4653.pgm,4653.pgm,COVER,0,${BOWS2_ROOT}/cover/4653.pgm,0.016983032,0.4987793,0.08569336,0.50683594,0.7324219
COVER__BOWS2__0.2bpp__4654.pgm,4654.pgm,COVER,0,${BOWS2_ROOT}/cover/4654.pgm,0.018157959,0.49853516,0.036712646,0.5029297,0.040924072
COVER__BOWS2__0.2bpp__4655.pgm,4655.pgm,COVER,0,${BOWS2_ROOT}/cover/4655.pgm,0.072387695,0.49853516,0.5283203,0.51123047,3.0994415e-06
COVER__BOWS2__0.2bpp__4656.pgm,4656.pgm,COVER,0,${BOWS2_ROOT}/cover/4656.pgm,0.6694336,0.4987793,0.51708984,0.5126953,0.5053711
COVER__BOWS2__0.2bpp__4657.pgm,4657.pgm,COVER,0,${BOWS2_ROOT}/cover/4657.pgm,0.55859375,0.49902344,0.49365234,0.5083008,0.51416016
COVER__BOWS2__0.2bpp__4658.pgm,4658.pgm,COVER,0,${BOWS2_ROOT}/cover/4658.pgm,0.42407227,0.49902344,0.48632812,0.50878906,0.5004883
COVER__BOWS2__0.2bpp__4659.pgm,4659.pgm,COVER,0,${BOWS2_ROOT}/cover/4659.pgm,0.013534546,0.49829102,0.025863647,0.51123047,0.1171875
COVER__BOWS2__0.2bpp__466.pgm,466.pgm,COVER,0,${BOWS2_ROOT}/cover/466.pgm,0.51464844,0.49926758,0.49682617,0.5053711,0.49926758
COVER__BOWS2__0.2bpp__4660.pgm,4660.pgm,COVER,0,${BOWS2_ROOT}/cover/4660.pgm,0.113586426,0.49853516,0.020492554,0.5131836,0.12463379
COVER__BOWS2__0.2bpp__4661.pgm,4661.pgm,COVER,0,${BOWS2_ROOT}/cover/4661.pgm,0.016921997,0.4987793,0.016983032,0.50439453,0.00093984604
COVER__BOWS2__0.2bpp__4662.pgm,4662.pgm,COVER,0,${BOWS2_ROOT}/cover/4662.pgm,0.6591797,0.49902344,0.4345703,0.51171875,0.49121094
COVER__BOWS2__0.2bpp__4663.pgm,4663.pgm,COVER,0,${BOWS2_ROOT}/cover/4663.pgm,0.4970703,0.49902344,0.5,0.5097656,0.5024414
COVER__BOWS2__0.2bpp__4664.pgm,4664.pgm,COVER,0,${BOWS2_ROOT}/cover/4664.pgm,0.78808594,0.4987793,0.5776367,0.5126953,0.57910156
COVER__BOWS2__0.2bpp__4665.pgm,4665.pgm,COVER,0,${BOWS2_ROOT}/cover/4665.pgm,0.10015869,0.4987793,0.5214844,0.5073242,0.5317383
COVER__BOWS2__0.2bpp__4666.pgm,4666.pgm,COVER,0,${BOWS2_ROOT}/cover/4666.pgm,0.009857178,0.49975586,0.01020813,0.5136719,0.019943237
COVER__BOWS2__0.2bpp__4667.pgm,4667.pgm,COVER,0,${BOWS2_ROOT}/cover/4667.pgm,0.50097656,0.49926758,0.4958496,0.5058594,0.50341797
COVER__BOWS2__0.2bpp__4668.pgm,4668.pgm,COVER,0,${BOWS2_ROOT}/cover/4668.pgm,0.019561768,0.49829102,0.061767578,0.5053711,0.921875
COVER__BOWS2__0.2bpp__4669.pgm,4669.pgm,COVER,0,${BOWS2_ROOT}/cover/4669.pgm,0.040100098,0.4987793,0.04977417,0.5102539,4.130602e-05
COVER__BOWS2__0.2bpp__467.pgm,467.pgm,COVER,0,${BOWS2_ROOT}/cover/467.pgm,0.5522461,0.49926758,0.5449219,0.50878906,0.48876953
COVER__BOWS2__0.2bpp__4670.pgm,4670.pgm,COVER,0,${BOWS2_ROOT}/cover/4670.pgm,0.5449219,0.4987793,0.53222656,0.51220703,0.5395508
COVER__BOWS2__0.2bpp__4671.pgm,4671.pgm,COVER,0,${BOWS2_ROOT}/cover/4671.pgm,0.23022461,0.4987793,0.49731445,0.5107422,0.49853516
COVER__BOWS2__0.2bpp__4672.pgm,4672.pgm,COVER,0,${BOWS2_ROOT}/cover/4672.pgm,0.39624023,0.49902344,0.5,0.5073242,0.49780273
COVER__BOWS2__0.2bpp__4673.pgm,4673.pgm,COVER,0,${BOWS2_ROOT}/cover/4673.pgm,0.8149414,0.49926758,0.66503906,0.51220703,0.56152344
COVER__BOWS2__0.2bpp__4674.pgm,4674.pgm,COVER,0,${BOWS2_ROOT}/cover/4674.pgm,0.20166016,0.49853516,0.55078125,0.51220703,0.54052734
COVER__BOWS2__0.2bpp__4675.pgm,4675.pgm,COVER,0,${BOWS2_ROOT}/cover/4675.pgm,0.5292969,0.4987793,0.5292969,0.5097656,0.5205078
COVER__BOWS2__0.2bpp__4676.pgm,4676.pgm,COVER,0,${BOWS2_ROOT}/cover/4676.pgm,0.5029297,0.49902344,0.5283203,0.5024414,0.5180664
COVER__BOWS2__0.2bpp__4677.pgm,4677.pgm,COVER,0,${BOWS2_ROOT}/cover/4677.pgm,0.890625,0.49926758,0.52783203,0.5107422,0.71191406
COVER__BOWS2__0.2bpp__4678.pgm,4678.pgm,COVER,0,${BOWS2_ROOT}/cover/4678.pgm,0.24169922,0.49902344,0.51171875,0.51220703,0.53222656
COVER__BOWS2__0.2bpp__4679.pgm,4679.pgm,COVER,0,${BOWS2_ROOT}/cover/4679.pgm,0.5419922,0.49902344,0.5053711,0.5102539,0.50927734
COVER__BOWS2__0.2bpp__468.pgm,468.pgm,COVER,0,${BOWS2_ROOT}/cover/468.pgm,0.7426758,0.49926758,0.5053711,0.5126953,0.50878906
COVER__BOWS2__0.2bpp__4680.pgm,4680.pgm,COVER,0,${BOWS2_ROOT}/cover/4680.pgm,0.008850098,0.4975586,0.006877899,0.51464844,0.014282227
COVER__BOWS2__0.2bpp__4681.pgm,4681.pgm,COVER,0,${BOWS2_ROOT}/cover/4681.pgm,0.98876953,0.49829102,0.5776367,0.50683594,0.47631836
COVER__BOWS2__0.2bpp__4682.pgm,4682.pgm,COVER,0,${BOWS2_ROOT}/cover/4682.pgm,0.17736816,0.4987793,0.56640625,0.5131836,0.5595703
COVER__BOWS2__0.2bpp__4683.pgm,4683.pgm,COVER,0,${BOWS2_ROOT}/cover/4683.pgm,0.26733398,0.49902344,0.4880371,0.5107422,0.5136719
COVER__BOWS2__0.2bpp__4684.pgm,4684.pgm,COVER,0,${BOWS2_ROOT}/cover/4684.pgm,0.0053863525,0.49853516,0.055419922,0.50341797,0.9013672
COVER__BOWS2__0.2bpp__4685.pgm,4685.pgm,COVER,0,${BOWS2_ROOT}/cover/4685.pgm,0.51171875,0.49902344,0.5019531,0.50683594,0.5073242
COVER__BOWS2__0.2bpp__4686.pgm,4686.pgm,COVER,0,${BOWS2_ROOT}/cover/4686.pgm,0.3022461,0.4987793,0.5029297,0.51171875,0.5097656
COVER__BOWS2__0.2bpp__4687.pgm,4687.pgm,COVER,0,${BOWS2_ROOT}/cover/4687.pgm,0.5151367,0.49951172,0.47802734,0.51171875,0.5024414
COVER__BOWS2__0.2bpp__4688.pgm,4688.pgm,COVER,0,${BOWS2_ROOT}/cover/4688.pgm,0.5151367,0.49926758,0.47680664,0.50097656,0.48901367
COVER__BOWS2__0.2bpp__4689.pgm,4689.pgm,COVER,0,${BOWS2_ROOT}/cover/4689.pgm,0.2866211,0.49902344,0.59228516,0.5078125,0.5776367
COVER__BOWS2__0.2bpp__469.pgm,469.pgm,COVER,0,${BOWS2_ROOT}/cover/469.pgm,0.5019531,0.49926758,0.49926758,0.5073242,0.5107422
COVER__BOWS2__0.2bpp__4690.pgm,4690.pgm,COVER,0,${BOWS2_ROOT}/cover/4690.pgm,0.5029297,0.49853516,0.49682617,0.5083008,0.4987793
COVER__BOWS2__0.2bpp__4691.pgm,4691.pgm,COVER,0,${BOWS2_ROOT}/cover/4691.pgm,0.18664551,0.49926758,0.51708984,0.50634766,0.51220703
COVER__BOWS2__0.2bpp__4692.pgm,4692.pgm,COVER,0,${BOWS2_ROOT}/cover/4692.pgm,0.5180664,0.4987793,0.49926758,0.5097656,0.5131836
COVER__BOWS2__0.2bpp__4693.pgm,4693.pgm,COVER,0,${BOWS2_ROOT}/cover/4693.pgm,0.4633789,0.49902344,0.49682617,0.51123047,0.5107422
COVER__BOWS2__0.2bpp__4694.pgm,4694.pgm,COVER,0,${BOWS2_ROOT}/cover/4694.pgm,0.26831055,0.49853516,0.5048828,0.5131836,0.5385742
COVER__BOWS2__0.2bpp__4695.pgm,4695.pgm,COVER,0,${BOWS2_ROOT}/cover/4695.pgm,0.31640625,0.4987793,0.47631836,0.5083008,0.47485352
COVER__BOWS2__0.2bpp__4696.pgm,4696.pgm,COVER,0,${BOWS2_ROOT}/cover/4696.pgm,0.5419922,0.49902344,0.52441406,0.50390625,0.5341797
COVER__BOWS2__0.2bpp__4697.pgm,4697.pgm,COVER,0,${BOWS2_ROOT}/cover/4697.pgm,0.32006836,0.4987793,0.5048828,0.50634766,0.49975586
COVER__BOWS2__0.2bpp__4698.pgm,4698.pgm,COVER,0,${BOWS2_ROOT}/cover/4698.pgm,0.49829102,0.49926758,0.49047852,0.50439453,0.51464844
COVER__BOWS2__0.2bpp__4699.pgm,4699.pgm,COVER,0,${BOWS2_ROOT}/cover/4699.pgm,0.51220703,0.49951172,0.4909668,0.51220703,0.5078125
COVER__BOWS2__0.2bpp__47.pgm,47.pgm,COVER,0,${BOWS2_ROOT}/cover/47.pgm,0.7558594,0.5004883,0.019348145,0.5136719,0.2956543
COVER__BOWS2__0.2bpp__470.pgm,470.pgm,COVER,0,${BOWS2_ROOT}/cover/470.pgm,0.52001953,0.49951172,0.5180664,0.51171875,0.51464844
COVER__BOWS2__0.2bpp__4700.pgm,4700.pgm,COVER,0,${BOWS2_ROOT}/cover/4700.pgm,0.6142578,0.4987793,0.49658203,0.5058594,0.49365234
COVER__BOWS2__0.2bpp__4701.pgm,4701.pgm,COVER,0,${BOWS2_ROOT}/cover/4701.pgm,0.55371094,0.49926758,0.49829102,0.50927734,0.46899414
COVER__BOWS2__0.2bpp__4702.pgm,4702.pgm,COVER,0,${BOWS2_ROOT}/cover/4702.pgm,0.5053711,0.49926758,0.49804688,0.50634766,0.50341797
COVER__BOWS2__0.2bpp__4703.pgm,4703.pgm,COVER,0,${BOWS2_ROOT}/cover/4703.pgm,0.5136719,0.49926758,0.4741211,0.50683594,0.50097656
COVER__BOWS2__0.2bpp__4704.pgm,4704.pgm,COVER,0,${BOWS2_ROOT}/cover/4704.pgm,0.63671875,0.4987793,0.5683594,0.5102539,0.5493164
COVER__BOWS2__0.2bpp__4705.pgm,4705.pgm,COVER,0,${BOWS2_ROOT}/cover/4705.pgm,0.07684326,0.4987793,0.5522461,0.5102539,0.52490234
COVER__BOWS2__0.2bpp__4706.pgm,4706.pgm,COVER,0,${BOWS2_ROOT}/cover/4706.pgm,0.51171875,0.49902344,0.5024414,0.5058594,0.51220703
COVER__BOWS2__0.2bpp__4707.pgm,4707.pgm,COVER,0,${BOWS2_ROOT}/cover/4707.pgm,0.0071487427,0.49902344,0.01374054,0.51464844,0.028381348
COVER__BOWS2__0.2bpp__4708.pgm,4708.pgm,COVER,0,${BOWS2_ROOT}/cover/4708.pgm,0.50439453,0.4987793,0.49731445,0.50927734,0.50097656
COVER__BOWS2__0.2bpp__4709.pgm,4709.pgm,COVER,0,${BOWS2_ROOT}/cover/4709.pgm,0.28271484,0.49926758,0.50927734,0.50927734,0.5366211
COVER__BOWS2__0.2bpp__471.pgm,471.pgm,COVER,0,${BOWS2_ROOT}/cover/471.pgm,0.048309326,0.49902344,0.0,0.5126953,0.0
COVER__BOWS2__0.2bpp__4710.pgm,4710.pgm,COVER,0,${BOWS2_ROOT}/cover/4710.pgm,0.049224854,0.49926758,0.46850586,0.51220703,0.5336914
COVER__BOWS2__0.2bpp__4711.pgm,4711.pgm,COVER,0,${BOWS2_ROOT}/cover/4711.pgm,0.02104187,0.49926758,0.15270996,0.5161133,0.5913086
COVER__BOWS2__0.2bpp__4712.pgm,4712.pgm,COVER,0,${BOWS2_ROOT}/cover/4712.pgm,0.6801758,0.49902344,0.5493164,0.51171875,0.5341797
COVER__BOWS2__0.2bpp__4713.pgm,4713.pgm,COVER,0,${BOWS2_ROOT}/cover/4713.pgm,0.50878906,0.49951172,0.5,0.5078125,0.5058594
COVER__BOWS2__0.2bpp__4714.pgm,4714.pgm,COVER,0,${BOWS2_ROOT}/cover/4714.pgm,0.6123047,0.49926758,0.4814453,0.51220703,0.50439453
COVER__BOWS2__0.2bpp__4715.pgm,4715.pgm,COVER,0,${BOWS2_ROOT}/cover/4715.pgm,0.026000977,0.49853516,0.5283203,0.5078125,0.5698242
COVER__BOWS2__0.2bpp__4716.pgm,4716.pgm,COVER,0,${BOWS2_ROOT}/cover/4716.pgm,0.013900757,0.4987793,0.04486084,0.5136719,0.32373047
COVER__BOWS2__0.2bpp__4717.pgm,4717.pgm,COVER,0,${BOWS2_ROOT}/cover/4717.pgm,0.38891602,0.4987793,0.3857422,0.5107422,0.58935547
COVER__BOWS2__0.2bpp__4718.pgm,4718.pgm,COVER,0,${BOWS2_ROOT}/cover/4718.pgm,0.5366211,0.49902344,0.5058594,0.5073242,0.52441406
COVER__BOWS2__0.2bpp__4719.pgm,4719.pgm,COVER,0,${BOWS2_ROOT}/cover/4719.pgm,0.40234375,0.49902344,0.5029297,0.5083008,0.5083008
COVER__BOWS2__0.2bpp__472.pgm,472.pgm,COVER,0,${BOWS2_ROOT}/cover/472.pgm,0.4338379,0.49902344,0.5288086,0.5107422,0.6303711
COVER__BOWS2__0.2bpp__4720.pgm,4720.pgm,COVER,0,${BOWS2_ROOT}/cover/4720.pgm,0.5107422,0.49902344,0.6347656,0.5102539,0.55859375
COVER__BOWS2__0.2bpp__4721.pgm,4721.pgm,COVER,0,${BOWS2_ROOT}/cover/4721.pgm,0.49975586,0.49926758,0.45507812,0.50878906,0.47753906
COVER__BOWS2__0.2bpp__4722.pgm,4722.pgm,COVER,0,${BOWS2_ROOT}/cover/4722.pgm,0.4802246,0.4987793,0.4963379,0.50683594,0.50097656
COVER__BOWS2__0.2bpp__4723.pgm,4723.pgm,COVER,0,${BOWS2_ROOT}/cover/4723.pgm,0.4489746,0.49951172,0.48583984,0.5078125,0.5058594
COVER__BOWS2__0.2bpp__4724.pgm,4724.pgm,COVER,0,${BOWS2_ROOT}/cover/4724.pgm,0.46923828,0.5,0.6977539,0.5078125,6.67572e-06
COVER__BOWS2__0.2bpp__4725.pgm,4725.pgm,COVER,0,${BOWS2_ROOT}/cover/4725.pgm,0.4543457,0.49951172,0.5229492,0.5078125,0.5336914
COVER__BOWS2__0.2bpp__4726.pgm,4726.pgm,COVER,0,${BOWS2_ROOT}/cover/4726.pgm,0.63964844,0.5,0.07159424,0.50878906,5.9604645e-08
COVER__BOWS2__0.2bpp__4727.pgm,4727.pgm,COVER,0,${BOWS2_ROOT}/cover/4727.pgm,0.52783203,0.49951172,0.49658203,0.50927734,0.4970703
COVER__BOWS2__0.2bpp__4728.pgm,4728.pgm,COVER,0,${BOWS2_ROOT}/cover/4728.pgm,0.47192383,0.49926758,0.47387695,0.5097656,0.5180664
COVER__BOWS2__0.2bpp__4729.pgm,4729.pgm,COVER,0,${BOWS2_ROOT}/cover/4729.pgm,0.058776855,0.49951172,0.47973633,0.5126953,0.5620117
COVER__BOWS2__0.2bpp__473.pgm,473.pgm,COVER,0,${BOWS2_ROOT}/cover/473.pgm,0.4152832,0.49902344,0.3798828,0.5131836,0.4663086
COVER__BOWS2__0.2bpp__4730.pgm,4730.pgm,COVER,0,${BOWS2_ROOT}/cover/4730.pgm,0.15942383,0.49902344,0.42626953,0.51171875,0.4873047
COVER__BOWS2__0.2bpp__4731.pgm,4731.pgm,COVER,0,${BOWS2_ROOT}/cover/4731.pgm,0.7944336,0.49951172,0.69873047,0.5131836,0.7128906
COVER__BOWS2__0.2bpp__4732.pgm,4732.pgm,COVER,0,${BOWS2_ROOT}/cover/4732.pgm,0.73583984,0.5004883,0.6850586,0.5107422,0.51123047
COVER__BOWS2__0.2bpp__4733.pgm,4733.pgm,COVER,0,${BOWS2_ROOT}/cover/4733.pgm,0.1003418,0.5004883,0.6352539,0.51171875,0.4182129
COVER__BOWS2__0.2bpp__4734.pgm,4734.pgm,COVER,0,${BOWS2_ROOT}/cover/4734.pgm,0.0546875,0.49951172,0.058654785,0.515625,8.34465e-07
COVER__BOWS2__0.2bpp__4735.pgm,4735.pgm,COVER,0,${BOWS2_ROOT}/cover/4735.pgm,0.016921997,0.5,0.35229492,0.51416016,0.44799805
COVER__BOWS2__0.2bpp__4736.pgm,4736.pgm,COVER,0,${BOWS2_ROOT}/cover/4736.pgm,0.021331787,0.49926758,0.68652344,0.5136719,0.5854492
COVER__BOWS2__0.2bpp__4737.pgm,4737.pgm,COVER,0,${BOWS2_ROOT}/cover/4737.pgm,0.48046875,0.4987793,0.50683594,0.5024414,0.5214844
COVER__BOWS2__0.2bpp__4738.pgm,4738.pgm,COVER,0,${BOWS2_ROOT}/cover/4738.pgm,0.49389648,0.49902344,0.5048828,0.5102539,0.5083008
COVER__BOWS2__0.2bpp__4739.pgm,4739.pgm,COVER,0,${BOWS2_ROOT}/cover/4739.pgm,0.028015137,0.49902344,0.0,0.5029297,7.253885e-05
COVER__BOWS2__0.2bpp__474.pgm,474.pgm,COVER,0,${BOWS2_ROOT}/cover/474.pgm,0.43969727,0.49926758,0.50146484,0.50390625,0.51123047
COVER__BOWS2__0.2bpp__4740.pgm,4740.pgm,COVER,0,${BOWS2_ROOT}/cover/4740.pgm,0.50390625,0.49926758,0.49438477,0.5058594,0.4970703
COVER__BOWS2__0.2bpp__4741.pgm,4741.pgm,COVER,0,${BOWS2_ROOT}/cover/4741.pgm,0.21057129,0.4987793,0.4404297,0.51123047,0.5048828
COVER__BOWS2__0.2bpp__4742.pgm,4742.pgm,COVER,0,${BOWS2_ROOT}/cover/4742.pgm,0.68652344,0.49902344,0.5605469,0.51416016,0.5175781
COVER__BOWS2__0.2bpp__4743.pgm,4743.pgm,COVER,0,${BOWS2_ROOT}/cover/4743.pgm,0.5083008,0.49902344,0.5078125,0.50341797,0.52246094
COVER__BOWS2__0.2bpp__4744.pgm,4744.pgm,COVER,0,${BOWS2_ROOT}/cover/4744.pgm,0.5053711,0.49902344,0.49829102,0.50439453,0.5048828
COVER__BOWS2__0.2bpp__4745.pgm,4745.pgm,COVER,0,${BOWS2_ROOT}/cover/4745.pgm,0.51416016,0.49926758,0.49194336,0.50390625,0.50390625
COVER__BOWS2__0.2bpp__4746.pgm,4746.pgm,COVER,0,${BOWS2_ROOT}/cover/4746.pgm,0.5048828,0.4987793,0.50097656,0.5078125,0.50146484
COVER__BOWS2__0.2bpp__4747.pgm,4747.pgm,COVER,0,${BOWS2_ROOT}/cover/4747.pgm,0.47851562,0.49926758,0.5239258,0.50390625,0.515625
COVER__BOWS2__0.2bpp__4748.pgm,4748.pgm,COVER,0,${BOWS2_ROOT}/cover/4748.pgm,0.018341064,0.49902344,0.5288086,0.51220703,0.52685547
COVER__BOWS2__0.2bpp__4749.pgm,4749.pgm,COVER,0,${BOWS2_ROOT}/cover/4749.pgm,0.00806427,0.49804688,0.019241333,0.49902344,0.5834961
COVER__BOWS2__0.2bpp__475.pgm,475.pgm,COVER,0,${BOWS2_ROOT}/cover/475.pgm,0.56347656,0.49902344,0.5390625,0.51123047,0.54296875
COVER__BOWS2__0.2bpp__4750.pgm,4750.pgm,COVER,0,${BOWS2_ROOT}/cover/4750.pgm,0.024230957,0.49853516,0.21191406,0.4987793,0.0032234192
COVER__BOWS2__0.2bpp__4751.pgm,4751.pgm,COVER,0,${BOWS2_ROOT}/cover/4751.pgm,0.6015625,0.49926758,0.4868164,0.50878906,0.50927734
COVER__BOWS2__0.2bpp__4752.pgm,4752.pgm,COVER,0,${BOWS2_ROOT}/cover/4752.pgm,0.037200928,0.5,0.41308594,0.5151367,0.53125
COVER__BOWS2__0.2bpp__4753.pgm,4753.pgm,COVER,0,${BOWS2_ROOT}/cover/4753.pgm,0.47705078,0.49951172,0.001912117,0.5078125,0.51123047
COVER__BOWS2__0.2bpp__4754.pgm,4754.pgm,COVER,0,${BOWS2_ROOT}/cover/4754.pgm,0.025619507,0.49829102,0.025512695,0.51123047,0.10247803
COVER__BOWS2__0.2bpp__4755.pgm,4755.pgm,COVER,0,${BOWS2_ROOT}/cover/4755.pgm,0.011161804,0.5004883,0.7133789,0.51416016,0.7631836
COVER__BOWS2__0.2bpp__4756.pgm,4756.pgm,COVER,0,${BOWS2_ROOT}/cover/4756.pgm,0.006362915,0.4987793,0.00806427,0.50634766,0.00063610077
COVER__BOWS2__0.2bpp__4757.pgm,4757.pgm,COVER,0,${BOWS2_ROOT}/cover/4757.pgm,0.94140625,0.49902344,0.52490234,0.51123047,0.53564453
COVER__BOWS2__0.2bpp__4758.pgm,4758.pgm,COVER,0,${BOWS2_ROOT}/cover/4758.pgm,0.00094747543,0.49902344,0.60253906,0.5107422,0.51953125
COVER__BOWS2__0.2bpp__4759.pgm,4759.pgm,COVER,0,${BOWS2_ROOT}/cover/4759.pgm,0.036895752,0.4987793,0.5571289,0.5161133,0.59375
COVER__BOWS2__0.2bpp__476.pgm,476.pgm,COVER,0,${BOWS2_ROOT}/cover/476.pgm,0.76953125,0.49951172,0.48461914,0.5107422,0.51708984
COVER__BOWS2__0.2bpp__4760.pgm,4760.pgm,COVER,0,${BOWS2_ROOT}/cover/4760.pgm,0.49536133,0.49951172,0.4868164,0.5102539,0.49072266
COVER__BOWS2__0.2bpp__4761.pgm,4761.pgm,COVER,0,${BOWS2_ROOT}/cover/4761.pgm,0.008781433,0.49951172,0.015129089,0.51464844,0.0592041
COVER__BOWS2__0.2bpp__4762.pgm,4762.pgm,COVER,0,${BOWS2_ROOT}/cover/4762.pgm,0.5292969,0.49902344,0.5058594,0.50927734,0.49414062
COVER__BOWS2__0.2bpp__4763.pgm,4763.pgm,COVER,0,${BOWS2_ROOT}/cover/4763.pgm,0.5136719,0.49853516,0.5131836,0.51171875,0.51464844
COVER__BOWS2__0.2bpp__4764.pgm,4764.pgm,COVER,0,${BOWS2_ROOT}/cover/4764.pgm,0.5053711,0.49853516,0.5234375,0.5107422,0.51660156
COVER__BOWS2__0.2bpp__4765.pgm,4765.pgm,COVER,0,${BOWS2_ROOT}/cover/4765.pgm,0.7949219,0.5,0.82177734,0.51708984,0.90771484
COVER__BOWS2__0.2bpp__4766.pgm,4766.pgm,COVER,0,${BOWS2_ROOT}/cover/4766.pgm,0.52001953,0.49902344,0.5019531,0.5083008,0.50634766
COVER__BOWS2__0.2bpp__4767.pgm,4767.pgm,COVER,0,${BOWS2_ROOT}/cover/4767.pgm,0.05340576,0.49902344,0.080200195,0.5024414,0.7060547
COVER__BOWS2__0.2bpp__4768.pgm,4768.pgm,COVER,0,${BOWS2_ROOT}/cover/4768.pgm,0.5078125,0.49902344,0.50683594,0.51123047,0.52001953
COVER__BOWS2__0.2bpp__4769.pgm,4769.pgm,COVER,0,${BOWS2_ROOT}/cover/4769.pgm,0.5029297,0.4987793,0.5083008,0.5102539,0.51171875
COVER__BOWS2__0.2bpp__477.pgm,477.pgm,COVER,0,${BOWS2_ROOT}/cover/477.pgm,0.42871094,0.49951172,0.44848633,0.51416016,0.49853516
COVER__BOWS2__0.2bpp__4770.pgm,4770.pgm,COVER,0,${BOWS2_ROOT}/cover/4770.pgm,0.5058594,0.49902344,0.51123047,0.5053711,0.50683594
