sample_id,image_name,true_algo,is_stego,path,p_WOW,p_S-UNIWARD,p_HILL,p_HUGO,p_MiPOD,z_WOW,z_S-UNIWARD,z_HILL,z_HUGO,z_MiPOD
COVER__BOWS2__0.4bpp__9009.pgm,9009.pgm,COVER,0,${BOWS2_ROOT}/cover/9009.pgm,0.03314209,0.66015625,0.17077637,0.009124756,0.90625,-0.5259727,1.830926,-0.20935455,-0.69984186,2.3428538
COVER__BOWS2__0.4bpp__901.pgm,901.pgm,COVER,0,${BOWS2_ROOT}/cover/901.pgm,0.0077552795,0.009712219,0.0076065063,0.0076065063,0.008476257,-0.6409895,-0.80262494,-0.83086705,-0.7056584,-0.8584229
COVER__BOWS2__0.4bpp__9010.pgm,9010.pgm,COVER,0,${BOWS2_ROOT}/cover/9010.pgm,0.85546875,0.63427734,0.7631836,0.60302734,0.74609375,3.1996372,1.7261461,2.0471191,1.5754305,1.7717694
COVER__BOWS2__0.4bpp__9011.pgm,9011.pgm,COVER,0,${BOWS2_ROOT}/cover/9011.pgm,0.7519531,0.78125,0.6152344,0.7480469,0.7001953,2.7306523,2.3212163,1.4835819,2.1310081,1.6081051
COVER__BOWS2__0.4bpp__9012.pgm,9012.pgm,COVER,0,${BOWS2_ROOT}/cover/9012.pgm,0.08331299,0.8300781,0.3408203,0.88623047,0.5078125,-0.29866984,2.5189142,0.43834126,2.6603968,0.9221075
COVER__BOWS2__0.4bpp__9013.pgm,9013.pgm,COVER,0,${BOWS2_ROOT}/cover/9013.pgm,0.6982422,0.5004883,0.56396484,0.025222778,0.87158203,2.4873111,1.1844541,1.2882967,-0.63816947,2.219235
COVER__BOWS2__0.4bpp__9014.pgm,9014.pgm,COVER,0,${BOWS2_ROOT}/cover/9014.pgm,0.40283203,0.57910156,0.8598633,0.09655762,0.8120117,1.1489341,1.5027475,2.4153712,-0.36488193,2.0068195
COVER__BOWS2__0.4bpp__9015.pgm,9015.pgm,COVER,0,${BOWS2_ROOT}/cover/9015.pgm,0.5336914,0.5083008,0.51171875,0.49267578,0.51953125,1.7418019,1.2160858,1.0892918,1.1526678,0.9638942
COVER__BOWS2__0.4bpp__9016.pgm,9016.pgm,COVER,0,${BOWS2_ROOT}/cover/9016.pgm,0.017990112,0.10821533,0.017715454,0.002216339,0.11755371,-0.5946198,-0.40380052,-0.79236215,-0.7263084,-0.4694751
COVER__BOWS2__0.4bpp__9017.pgm,9017.pgm,COVER,0,${BOWS2_ROOT}/cover/9017.pgm,0.33935547,0.017440796,0.9057617,0.05770874,0.019607544,0.861349,-0.7713331,2.590198,-0.513714,-0.818731
COVER__BOWS2__0.4bpp__9018.pgm,9018.pgm,COVER,0,${BOWS2_ROOT}/cover/9018.pgm,0.0103302,0.016403198,0.015365601,0.012237549,0.016525269,-0.6293236,-0.77553415,-0.80131274,-0.6879166,-0.82972175
COVER__BOWS2__0.4bpp__9019.pgm,9019.pgm,COVER,0,${BOWS2_ROOT}/cover/9019.pgm,0.64160156,0.671875,0.11126709,0.10229492,0.56347656,2.2306967,1.8783734,-0.43602484,-0.342902,1.1205941
COVER__BOWS2__0.4bpp__902.pgm,902.pgm,COVER,0,${BOWS2_ROOT}/cover/902.pgm,0.44702148,0.48364258,0.29882812,0.48510742,0.00035429,1.3491377,1.1162484,0.27839342,1.123673,-0.8873841
COVER__BOWS2__0.4bpp__9020.pgm,9020.pgm,COVER,0,${BOWS2_ROOT}/cover/9020.pgm,0.921875,0.7636719,0.5966797,0.5683594,0.6118164,3.5004957,2.250045,1.4129072,1.4426156,1.2929641
COVER__BOWS2__0.4bpp__9021.pgm,9021.pgm,COVER,0,${BOWS2_ROOT}/cover/9021.pgm,0.37573242,0.953125,0.9116211,0.1340332,0.86865234,1.0261574,3.0171125,2.6125164,-0.22131097,2.2087884
COVER__BOWS2__0.4bpp__9022.pgm,9022.pgm,COVER,0,${BOWS2_ROOT}/cover/9022.pgm,0.009933472,0.011734009,0.009559631,0.012527466,0.008346558,-0.63112104,-0.794439,-0.8234276,-0.6868059,-0.85888535
COVER__BOWS2__0.4bpp__9023.pgm,9023.pgm,COVER,0,${BOWS2_ROOT}/cover/9023.pgm,0.009124756,0.03475952,0.019561768,0.011199951,0.006362915,-0.634785,-0.7012121,-0.7853296,-0.6918917,-0.86595863
COVER__BOWS2__0.4bpp__9024.pgm,9024.pgm,COVER,0,${BOWS2_ROOT}/cover/9024.pgm,0.007205963,0.01020813,0.007873535,0.008613586,0.008712769,-0.6434782,-0.80061704,-0.82984996,-0.70180017,-0.8575795
COVER__BOWS2__0.4bpp__9025.pgm,9025.pgm,COVER,0,${BOWS2_ROOT}/cover/9025.pgm,0.5205078,0.5214844,0.50390625,0.5366211,0.5102539,1.6820726,1.2694641,1.0595341,1.3210247,0.9308131
COVER__BOWS2__0.4bpp__9026.pgm,9026.pgm,COVER,0,${BOWS2_ROOT}/cover/9026.pgm,0.25976562,0.52246094,0.5,0.57128906,0.53027344,0.5007615,1.2734182,1.0446552,1.4538394,1.0021986
COVER__BOWS2__0.4bpp__9027.pgm,9027.pgm,COVER,0,${BOWS2_ROOT}/cover/9027.pgm,0.5385742,0.5058594,0.48168945,0.53808594,0.49169922,1.7639239,1.2062008,0.9749105,1.3266366,0.86465085
COVER__BOWS2__0.4bpp__9028.pgm,9028.pgm,COVER,0,${BOWS2_ROOT}/cover/9028.pgm,0.89160156,0.7211914,0.50927734,0.6274414,0.53564453,3.3633397,2.078048,1.0799925,1.6689621,1.0213509
COVER__BOWS2__0.4bpp__9029.pgm,9029.pgm,COVER,0,${BOWS2_ROOT}/cover/9029.pgm,0.5048828,0.48706055,0.5263672,0.52490234,0.49072266,1.6112825,1.1300873,1.1450876,1.2761295,0.8611686
COVER__BOWS2__0.4bpp__903.pgm,903.pgm,COVER,0,${BOWS2_ROOT}/cover/903.pgm,0.50390625,0.5083008,0.5053711,0.51708984,0.5151367,1.6068581,1.2160858,1.0651137,1.2461994,0.9482242
COVER__BOWS2__0.4bpp__9030.pgm,9030.pgm,COVER,0,${BOWS2_ROOT}/cover/9030.pgm,0.51953125,0.50878906,0.5161133,0.5366211,0.5239258,1.6776483,1.2180628,1.1060306,1.3210247,0.9795642
COVER__BOWS2__0.4bpp__9031.pgm,9031.pgm,COVER,0,${BOWS2_ROOT}/cover/9031.pgm,0.49438477,0.5058594,0.53466797,0.53466797,0.5102539,1.5637203,1.2062008,1.1767052,1.3135421,0.9308131
COVER__BOWS2__0.4bpp__9032.pgm,9032.pgm,COVER,0,${BOWS2_ROOT}/cover/9032.pgm,0.012008667,0.03366089,0.038757324,0.58496094,0.107788086,-0.6217192,-0.70566034,-0.7122139,1.5062171,-0.5042973
COVER__BOWS2__0.4bpp__9033.pgm,9033.pgm,COVER,0,${BOWS2_ROOT}/cover/9033.pgm,0.009559631,0.010696411,0.011116028,0.008811951,0.009559631,-0.63281476,-0.7986401,-0.81749934,-0.70104027,-0.8545598
COVER__BOWS2__0.4bpp__9034.pgm,9034.pgm,COVER,0,${BOWS2_ROOT}/cover/9034.pgm,0.009712219,0.010986328,0.008255005,0.009414673,0.009895325,-0.6321234,-0.7974663,-0.8283969,-0.6987312,-0.85336274
COVER__BOWS2__0.4bpp__9035.pgm,9035.pgm,COVER,0,${BOWS2_ROOT}/cover/9035.pgm,0.010948181,0.011245728,0.013374329,0.010093689,0.010055542,-0.6265238,-0.796416,-0.8088975,-0.69612986,-0.8527915
COVER__BOWS2__0.4bpp__9036.pgm,9036.pgm,COVER,0,${BOWS2_ROOT}/cover/9036.pgm,0.009712219,0.012237549,0.010818481,0.011642456,0.013168335,-0.6321234,-0.79240024,-0.81863266,-0.69019645,-0.8416919
COVER__BOWS2__0.4bpp__9037.pgm,9037.pgm,COVER,0,${BOWS2_ROOT}/cover/9037.pgm,0.00831604,0.009300232,0.008880615,0.009338379,0.0072898865,-0.6384489,-0.804293,-0.826014,-0.6990235,-0.8626532
COVER__BOWS2__0.4bpp__9038.pgm,9038.pgm,COVER,0,${BOWS2_ROOT}/cover/9038.pgm,0.009124756,0.013374329,0.009559631,0.010169983,0.009231567,-0.634785,-0.7877976,-0.8234276,-0.69583756,-0.8557296
COVER__BOWS2__0.4bpp__9039.pgm,9039.pgm,COVER,0,${BOWS2_ROOT}/cover/9039.pgm,0.010734558,0.013427734,0.009742737,0.009376526,0.007785797,-0.62749165,-0.7875814,-0.8227302,-0.69887733,-0.8608849
COVER__BOWS2__0.4bpp__904.pgm,904.pgm,COVER,0,${BOWS2_ROOT}/cover/904.pgm,0.51953125,0.52685547,0.5517578,0.51416016,0.5439453,1.6776483,1.2912109,1.2418003,1.2349756,1.0509497
COVER__BOWS2__0.4bpp__9040.pgm,9040.pgm,COVER,0,${BOWS2_ROOT}/cover/9040.pgm,0.66552734,0.35473633,0.5161133,0.10650635,0.47631836,2.3390942,0.5943262,1.1060306,-0.32676783,0.80980587
COVER__BOWS2__0.4bpp__9041.pgm,9041.pgm,COVER,0,${BOWS2_ROOT}/cover/9041.pgm,0.00945282,0.018981934,0.007575989,0.008255005,0.045196533,-0.63329864,-0.7650932,-0.8309833,-0.70317394,-0.7274859
COVER__BOWS2__0.4bpp__9042.pgm,9042.pgm,COVER,0,${BOWS2_ROOT}/cover/9042.pgm,0.5234375,1.0,0.61328125,0.59228516,0.5878906,1.6953459,3.2069025,1.4761424,1.5342766,1.2076496
COVER__BOWS2__0.4bpp__9043.pgm,9043.pgm,COVER,0,${BOWS2_ROOT}/cover/9043.pgm,0.45288086,0.5205078,0.5126953,0.5361328,0.52490234,1.3756839,1.2655102,1.0930115,1.319154,0.98304635
COVER__BOWS2__0.4bpp__9044.pgm,9044.pgm,COVER,0,${BOWS2_ROOT}/cover/9044.pgm,0.01348114,0.0075187683,0.15454102,0.007724762,0.013221741,-0.61504805,-0.81150585,-0.27119485,-0.7052053,-0.8415015
COVER__BOWS2__0.4bpp__9045.pgm,9045.pgm,COVER,0,${BOWS2_ROOT}/cover/9045.pgm,0.90478516,1.0,0.8925781,0.021209717,0.9980469,3.4230688,3.2069025,2.5399818,-0.6535438,2.6701827
COVER__BOWS2__0.4bpp__9046.pgm,9046.pgm,COVER,0,${BOWS2_ROOT}/cover/9046.pgm,0.009338379,0.0010528564,0.02784729,0.9501953,0.010368347,-0.63381714,-0.8376854,-0.7537701,2.9054496,-0.85167605
COVER__BOWS2__0.4bpp__9047.pgm,9047.pgm,COVER,0,${BOWS2_ROOT}/cover/9047.pgm,0.98828125,0.029647827,0.97314453,0.014450073,0.97216797,3.801354,-0.7219086,2.8468585,-0.6794403,2.5779037
COVER__BOWS2__0.4bpp__9048.pgm,9048.pgm,COVER,0,${BOWS2_ROOT}/cover/9048.pgm,0.008125305,0.017852783,0.8613281,0.009124756,0.045196533,-0.63931304,-0.769665,2.420951,-0.69984186,-0.7274859
COVER__BOWS2__0.4bpp__9049.pgm,9049.pgm,COVER,0,${BOWS2_ROOT}/cover/9049.pgm,0.010948181,0.02619934,0.0713501,0.056121826,0.055511475,-0.6265238,-0.735871,-0.5880683,-0.51979357,-0.69070494
COVER__BOWS2__0.4bpp__905.pgm,905.pgm,COVER,0,${BOWS2_ROOT}/cover/905.pgm,0.5708008,0.5131836,0.51171875,0.52001953,0.53027344,1.9099286,1.2358556,1.0892918,1.2574232,1.0021986
COVER__BOWS2__0.4bpp__9050.pgm,9050.pgm,COVER,0,${BOWS2_ROOT}/cover/9050.pgm,0.009017944,0.04083252,0.9848633,0.0059127808,0.6816406,-0.63526887,-0.67662346,2.891495,-0.7121471,1.5419428
COVER__BOWS2__0.4bpp__9051.pgm,9051.pgm,COVER,0,${BOWS2_ROOT}/cover/9051.pgm,0.7402344,0.8857422,0.9243164,0.015670776,0.98095703,2.6775596,2.7442896,2.6608727,-0.67476374,2.6092436
COVER__BOWS2__0.4bpp__9052.pgm,9052.pgm,COVER,0,${BOWS2_ROOT}/cover/9052.pgm,0.010406494,0.42114258,0.020065308,0.053894043,0.03677368,-0.62897795,0.86319524,-0.78341156,-0.52832836,-0.7575201
COVER__BOWS2__0.4bpp__9053.pgm,9053.pgm,COVER,0,${BOWS2_ROOT}/cover/9053.pgm,0.009674072,0.6567383,0.9663086,0.92041016,0.9746094,-0.63229626,1.817087,2.8208206,2.791341,2.5866094
COVER__BOWS2__0.4bpp__9054.pgm,9054.pgm,COVER,0,${BOWS2_ROOT}/cover/9054.pgm,0.017181396,0.9970703,0.8823242,0.011734009,0.06829834,-0.59828377,3.1950405,2.5009248,-0.6898457,-0.6451096
COVER__BOWS2__0.4bpp__9055.pgm,9055.pgm,COVER,0,${BOWS2_ROOT}/cover/9055.pgm,0.45410156,0.5058594,0.48583984,0.0,0.0,1.3812144,1.2062008,0.9907193,-0.73479927,-0.88864744
COVER__BOWS2__0.4bpp__9056.pgm,9056.pgm,COVER,0,${BOWS2_ROOT}/cover/9056.pgm,0.011375427,0.033325195,0.011291504,0.87109375,0.012054443,-0.62458813,-0.7070195,-0.81683093,2.6024072,-0.8456638
COVER__BOWS2__0.4bpp__9057.pgm,9057.pgm,COVER,0,${BOWS2_ROOT}/cover/9057.pgm,0.31933594,0.61816406,0.52490234,0.89208984,0.7260742,0.7706491,1.6609058,1.139508,2.6828444,1.7003839
COVER__BOWS2__0.4bpp__9058.pgm,9058.pgm,COVER,0,${BOWS2_ROOT}/cover/9058.pgm,0.050598145,1.0,0.92626953,0.9848633,0.97314453,-0.4468868,3.2069025,2.668312,3.0382643,2.581386
COVER__BOWS2__0.4bpp__9059.pgm,9059.pgm,COVER,0,${BOWS2_ROOT}/cover/9059.pgm,0.4765625,1.0,0.76464844,0.54541016,0.66259766,1.4829752,3.2069025,2.0526989,1.354696,1.4740396
COVER__BOWS2__0.4bpp__906.pgm,906.pgm,COVER,0,${BOWS2_ROOT}/cover/906.pgm,0.008880615,0.007873535,0.010131836,0.011329651,0.010986328,-0.6358911,-0.8100695,-0.8212481,-0.6913948,-0.84947246
COVER__BOWS2__0.4bpp__9060.pgm,9060.pgm,COVER,0,${BOWS2_ROOT}/cover/9060.pgm,0.026550293,0.984375,0.7836914,0.04840088,0.018722534,-0.55583733,3.143639,2.1252332,-0.549373,-0.8218868
COVER__BOWS2__0.4bpp__9061.pgm,9061.pgm,COVER,0,${BOWS2_ROOT}/cover/9061.pgm,0.17944336,0.047332764,0.13256836,0.027114868,0.5332031,0.13685569,-0.650305,-0.3548885,-0.63092077,1.0126452
COVER__BOWS2__0.4bpp__9062.pgm,9062.pgm,COVER,0,${BOWS2_ROOT}/cover/9062.pgm,0.010856628,0.015960693,0.011329651,0.01159668,0.022323608,-0.6269386,-0.7773258,-0.8166856,-0.6903718,-0.80904603
COVER__BOWS2__0.4bpp__9063.pgm,9063.pgm,COVER,0,${BOWS2_ROOT}/cover/9063.pgm,0.16662598,0.46923828,0.8671875,0.75439453,0.6166992,0.07878562,1.0579275,2.4432693,2.1553264,1.3103752
COVER__BOWS2__0.4bpp__9064.pgm,9064.pgm,COVER,0,${BOWS2_ROOT}/cover/9064.pgm,0.41064453,0.6748047,0.2861328,0.95458984,0.06829834,1.1843292,1.8902353,0.23003708,2.9222853,-0.6451096
COVER__BOWS2__0.4bpp__9065.pgm,9065.pgm,COVER,0,${BOWS2_ROOT}/cover/9065.pgm,0.49536133,0.48364258,0.53271484,0.4248047,0.49731445,1.5681448,1.1162484,1.1692657,0.89265,0.88467366
COVER__BOWS2__0.4bpp__9066.pgm,9066.pgm,COVER,0,${BOWS2_ROOT}/cover/9066.pgm,0.20910645,1.0,0.9033203,0.9814453,0.87402344,0.27124643,3.2069025,2.5808988,3.0251698,2.2279406
COVER__BOWS2__0.4bpp__9067.pgm,9067.pgm,COVER,0,${BOWS2_ROOT}/cover/9067.pgm,0.85498047,0.17028809,0.10949707,0.5258789,0.15600586,3.1974251,-0.1524772,-0.44276685,1.2798707,-0.33236265
COVER__BOWS2__0.4bpp__9068.pgm,9068.pgm,COVER,0,${BOWS2_ROOT}/cover/9068.pgm,0.21862793,0.17944336,0.04510498,0.011688232,0.0039596558,0.3143842,-0.11540886,-0.6880357,-0.69002104,-0.8745281
COVER__BOWS2__0.4bpp__9069.pgm,9069.pgm,COVER,0,${BOWS2_ROOT}/cover/9069.pgm,0.18786621,0.076293945,0.15258789,0.01737976,0.00026726723,0.17501603,-0.5330455,-0.27863428,-0.6682165,-0.8876944
COVER__BOWS2__0.4bpp__907.pgm,907.pgm,COVER,0,${BOWS2_ROOT}/cover/907.pgm,0.47851562,0.49316406,0.52246094,0.50634766,0.5073242,1.491824,1.1547995,1.1302087,1.2050455,0.9203664
COVER__BOWS2__0.4bpp__9070.pgm,9070.pgm,COVER,0,${BOWS2_ROOT}/cover/9070.pgm,0.32958984,0.4248047,0.0552063,0.46801758,0.12817383,0.8171051,0.87802255,-0.64955986,1.058201,-0.43160594
COVER__BOWS2__0.4bpp__9071.pgm,9071.pgm,COVER,0,${BOWS2_ROOT}/cover/9071.pgm,0.74658203,0.7949219,0.79296875,0.88427734,0.80859375,2.7063181,2.3765717,2.1605706,2.6529143,1.9946318
COVER__BOWS2__0.4bpp__9072.pgm,9072.pgm,COVER,0,${BOWS2_ROOT}/cover/9072.pgm,0.9243164,0.7675781,0.14160156,0.050811768,0.12683105,3.5115566,2.265861,-0.32048112,-0.5401367,-0.436394
COVER__BOWS2__0.4bpp__9073.pgm,9073.pgm,COVER,0,${BOWS2_ROOT}/cover/9073.pgm,0.0104522705,0.027801514,0.015541077,0.73095703,0.1899414,-0.6287706,-0.72938406,-0.80064434,2.065536,-0.21135545
COVER__BOWS2__0.4bpp__9074.pgm,9074.pgm,COVER,0,${BOWS2_ROOT}/cover/9074.pgm,0.012290955,0.6298828,0.9160156,0.5786133,0.9501953,-0.6204403,1.7083533,2.629255,1.4818989,2.4995537
COVER__BOWS2__0.4bpp__9075.pgm,9075.pgm,COVER,0,${BOWS2_ROOT}/cover/9075.pgm,0.013069153,0.02532959,0.083618164,0.0067977905,0.051086426,-0.6169146,-0.7393925,-0.54133934,-0.7087566,-0.7064838
COVER__BOWS2__0.4bpp__9076.pgm,9076.pgm,COVER,0,${BOWS2_ROOT}/cover/9076.pgm,0.02748108,0.020645142,0.04434204,0.02810669,0.30249023,-0.5516203,-0.75835913,-0.69094175,-0.6271211,0.18997052
COVER__BOWS2__0.4bpp__9077.pgm,9077.pgm,COVER,0,${BOWS2_ROOT}/cover/9077.pgm,0.009597778,0.008346558,0.008712769,0.0075187683,0.010292053,-0.6326419,-0.8081543,-0.8266533,-0.7059945,-0.8519481
COVER__BOWS2__0.4bpp__9078.pgm,9078.pgm,COVER,0,${BOWS2_ROOT}/cover/9078.pgm,0.97314453,0.7685547,0.6010742,0.50683594,0.76123047,3.732776,2.269815,1.429646,1.2069161,1.825744
COVER__BOWS2__0.4bpp__9079.pgm,9079.pgm,COVER,0,${BOWS2_ROOT}/cover/9079.pgm,0.013900757,0.34643555,0.16345215,0.0016231537,0.29711914,-0.61314696,0.5607176,-0.23725243,-0.7285809,0.17081831
COVER__BOWS2__0.4bpp__908.pgm,908.pgm,COVER,0,${BOWS2_ROOT}/cover/908.pgm,0.41381836,0.50927734,0.49389648,8.940697e-07,0.54345703,1.1987084,1.2200397,1.021407,-0.73479587,1.0492086
COVER__BOWS2__0.4bpp__9080.pgm,9080.pgm,COVER,0,${BOWS2_ROOT}/cover/9080.pgm,0.20092773,0.5371094,0.5283203,0.5488281,0.5595703,0.2341922,1.3327274,1.1525271,1.3677905,1.1066653
COVER__BOWS2__0.4bpp__9081.pgm,9081.pgm,COVER,0,${BOWS2_ROOT}/cover/9081.pgm,0.008544922,0.021774292,0.014953613,0.00844574,0.25756836,-0.63741195,-0.7537874,-0.802882,-0.70244324,0.029788356
COVER__BOWS2__0.4bpp__9082.pgm,9082.pgm,COVER,0,${BOWS2_ROOT}/cover/9082.pgm,0.008743286,0.044525146,0.009124756,0.009231567,0.020248413,-0.63651323,-0.6616726,-0.82508403,-0.6994327,-0.81644577
COVER__BOWS2__0.4bpp__9083.pgm,9083.pgm,COVER,0,${BOWS2_ROOT}/cover/9083.pgm,0.17333984,0.44750977,0.52001953,0.18591309,0.46948242,0.10920328,0.96995205,1.1209095,-0.022556385,0.7854303
COVER__BOWS2__0.4bpp__9084.pgm,9084.pgm,COVER,0,${BOWS2_ROOT}/cover/9084.pgm,0.028015137,0.026260376,0.39526367,0.015716553,0.40844727,-0.5492007,-0.7356239,0.64571553,-0.6745883,0.5677915
COVER__BOWS2__0.4bpp__9085.pgm,9085.pgm,COVER,0,${BOWS2_ROOT}/cover/9085.pgm,0.010734558,0.0104522705,0.010734558,0.010169983,0.010093689,-0.62749165,-0.79962856,-0.8189523,-0.69583756,-0.8526554
COVER__BOWS2__0.4bpp__9086.pgm,9086.pgm,COVER,0,${BOWS2_ROOT}/cover/9086.pgm,0.75683594,0.5371094,0.52197266,0.5229492,0.5229492,2.7527742,1.3327274,1.1283488,1.268647,0.97608197
COVER__BOWS2__0.4bpp__9087.pgm,9087.pgm,COVER,0,${BOWS2_ROOT}/cover/9087.pgm,0.59765625,0.53125,0.54345703,0.3474121,0.5605469,2.0315993,1.3090037,1.2101827,0.5961549,1.1101475
COVER__BOWS2__0.4bpp__9088.pgm,9088.pgm,COVER,0,${BOWS2_ROOT}/cover/9088.pgm,0.57177734,0.37670898,0.46484375,0.54248047,0.52001953,1.914353,0.68329024,0.9107454,1.3434722,0.9656353
COVER__BOWS2__0.4bpp__9089.pgm,9089.pgm,COVER,0,${BOWS2_ROOT}/cover/9089.pgm,0.0118255615,0.55029297,0.86376953,0.01146698,0.87890625,-0.62254876,1.3861059,2.4302502,-0.6908687,2.2453516
COVER__BOWS2__0.4bpp__909.pgm,909.pgm,COVER,0,${BOWS2_ROOT}/cover/909.pgm,0.5058594,0.50878906,0.5097656,0.48486328,0.51708984,1.6157069,1.2180628,1.0818524,1.1227376,0.95518863
COVER__BOWS2__0.4bpp__9090.pgm,9090.pgm,COVER,0,${BOWS2_ROOT}/cover/9090.pgm,0.066833496,0.39916992,0.5073242,0.026260376,0.51953125,-0.37333137,0.7742312,1.0725532,-0.6341944,0.9638942
COVER__BOWS2__0.4bpp__9091.pgm,9091.pgm,COVER,0,${BOWS2_ROOT}/cover/9091.pgm,0.109313965,0.46142578,0.058441162,0.008644104,0.0001282692,-0.18087056,1.0262959,-0.6372383,-0.7016833,-0.8881901
COVER__BOWS2__0.4bpp__9092.pgm,9092.pgm,COVER,0,${BOWS2_ROOT}/cover/9092.pgm,0.18383789,0.3293457,0.0,7.0929527e-06,0.0,0.15676543,0.49152336,-0.85984015,-0.73477215,-0.88864744
COVER__BOWS2__0.4bpp__9093.pgm,9093.pgm,COVER,0,${BOWS2_ROOT}/cover/9093.pgm,0.01927185,0.32055664,0.020721436,0.22692871,0.34301758,-0.5888128,0.45593777,-0.7809124,0.13457665,0.3344827
COVER__BOWS2__0.4bpp__9094.pgm,9094.pgm,COVER,0,${BOWS2_ROOT}/cover/9094.pgm,0.01525116,0.49389648,0.018127441,0.48950195,0.2397461,-0.60702884,1.1577649,-0.7907929,1.1405087,-0.03376218
COVER__BOWS2__0.4bpp__9095.pgm,9095.pgm,COVER,0,${BOWS2_ROOT}/cover/9095.pgm,0.5019531,0.51416016,0.5019531,0.50097656,0.48657227,1.5980093,1.2398095,1.0520947,1.1844685,0.8463692
COVER__BOWS2__0.4bpp__9096.pgm,9096.pgm,COVER,0,${BOWS2_ROOT}/cover/9096.pgm,0.52685547,0.51123047,0.49316406,0.52246094,0.48413086,1.7108312,1.2279476,1.0186172,1.2667763,0.83766365
COVER__BOWS2__0.4bpp__9097.pgm,9097.pgm,COVER,0,${BOWS2_ROOT}/cover/9097.pgm,0.5029297,0.5205078,0.49902344,0.50341797,0.50341797,1.6024337,1.2655102,1.0409355,1.1938217,0.9064375
COVER__BOWS2__0.4bpp__9098.pgm,9098.pgm,COVER,0,${BOWS2_ROOT}/cover/9098.pgm,0.74902344,0.31079102,0.23156738,0.02784729,0.2265625,2.717379,0.4163982,0.022197865,-0.6281148,-0.08077216
COVER__BOWS2__0.4bpp__9099.pgm,9099.pgm,COVER,0,${BOWS2_ROOT}/cover/9099.pgm,0.052612305,0.14611816,0.55566406,0.09967041,0.76220703,-0.43776152,-0.2503376,1.2566792,-0.35295665,1.8292263
COVER__BOWS2__0.4bpp__91.pgm,91.pgm,COVER,0,${BOWS2_ROOT}/cover/91.pgm,0.025375366,0.15991211,0.12402344,0.6538086,0.1862793,-0.5611604,-0.19448797,-0.38743603,1.7699761,-0.22441378
COVER__BOWS2__0.4bpp__910.pgm,910.pgm,COVER,0,${BOWS2_ROOT}/cover/910.pgm,0.50927734,0.5073242,0.51171875,0.50439453,0.51171875,1.6311922,1.2121319,1.0892918,1.1975629,0.9360364
COVER__BOWS2__0.4bpp__9100.pgm,9100.pgm,COVER,0,${BOWS2_ROOT}/cover/9100.pgm,0.06536865,0.23144531,0.28295898,0.52246094,0.35742188,-0.37996796,0.09513929,0.217948,1.2667763,0.38584545
COVER__BOWS2__0.4bpp__9101.pgm,9101.pgm,COVER,0,${BOWS2_ROOT}/cover/9101.pgm,0.054992676,0.27148438,0.31152344,0.73291016,0.24133301,-0.42697707,0.25725147,0.32674974,2.0730186,-0.02810357
COVER__BOWS2__0.4bpp__9102.pgm,9102.pgm,COVER,0,${BOWS2_ROOT}/cover/9102.pgm,0.15258789,0.4140625,0.24182129,0.017242432,0.35375977,0.015185065,0.83452904,0.0612549,-0.6687426,0.37278715
COVER__BOWS2__0.4bpp__9103.pgm,9103.pgm,COVER,0,${BOWS2_ROOT}/cover/9103.pgm,0.97216797,0.115356445,0.037261963,0.7910156,0.0,3.7283514,-0.37488723,-0.7179097,2.2956238,-0.88864744
COVER__BOWS2__0.4bpp__9104.pgm,9104.pgm,COVER,0,${BOWS2_ROOT}/cover/9104.pgm,0.010650635,0.013793945,0.012382507,0.00831604,0.016021729,-0.6278719,-0.7860986,-0.8126753,-0.7029401,-0.8315173
COVER__BOWS2__0.4bpp__9105.pgm,9105.pgm,COVER,0,${BOWS2_ROOT}/cover/9105.pgm,0.010986328,0.011871338,0.01411438,0.008476257,0.013687134,-0.626351,-0.79388297,-0.8060786,-0.7023263,-0.83984196
COVER__BOWS2__0.4bpp__9106.pgm,9106.pgm,COVER,0,${BOWS2_ROOT}/cover/9106.pgm,0.00806427,0.009483337,0.04534912,0.009742737,0.35205078,-0.63958955,-0.8035516,-0.6871058,-0.69747436,0.36669326
COVER__BOWS2__0.4bpp__9107.pgm,9107.pgm,COVER,0,${BOWS2_ROOT}/cover/9107.pgm,0.01210022,0.5385742,0.9692383,0.020065308,0.96435547,-0.6213044,1.3386585,2.8319795,-0.65792805,2.550046
COVER__BOWS2__0.4bpp__9108.pgm,9108.pgm,COVER,0,${BOWS2_ROOT}/cover/9108.pgm,0.01146698,0.019348145,0.034423828,0.018508911,0.114746094,-0.62417334,-0.7636105,-0.7287201,-0.66389066,-0.47948647
COVER__BOWS2__0.4bpp__9109.pgm,9109.pgm,COVER,0,${BOWS2_ROOT}/cover/9109.pgm,0.011550903,0.011245728,0.024139404,0.016723633,0.023147583,-0.6237931,-0.796416,-0.7678934,-0.6707302,-0.80610794
COVER__BOWS2__0.4bpp__911.pgm,911.pgm,COVER,0,${BOWS2_ROOT}/cover/911.pgm,0.48901367,0.5058594,0.52197266,0.5019531,0.52978516,1.5393863,1.2062008,1.1283488,1.1882098,1.0004575
COVER__BOWS2__0.4bpp__9110.pgm,9110.pgm,COVER,0,${BOWS2_ROOT}/cover/9110.pgm,0.012481689,0.053985596,0.03378296,0.024841309,0.3972168,-0.61957616,-0.6233686,-0.7311612,-0.6396309,0.52774596
